RCDTS,School,City,demSCHOOLlow,ISAT13,PSAE13,ACT13,LATITUDE,LONGITUDE
060160990022001,Daniel Burnham Elem School,Cicero,92.60,27.2,,,41.856883,-87.772831
150162990252395,Parkside Elem Community Academy,Chicago,92.60,23.1,,,41.76902,-87.582858
480721500252032,Franklin Primary School,Peoria,92.60,34.7,,,40.703358918,-89.605406541
150162990250023,Kelvyn Park High School,Chicago,92.70,,13,15.2,41.928,-87.735614
150162990252128,Chalmers Elem Specialty School,Chicago,92.70,25.5,,,41.866536,-87.694737
150162990252419,Reavis Math & Sci Specialty ES,Chicago,92.70,29.5,,,41.804169,-87.605664
310451310222011,C I Johnson Elem School,Aurora,92.70,26.2,,,41.764278,-88.266273
340491870262008,A J Katzenmaier Elem School,North Chicago,92.70,25.1,,,42.32623,-87.863329
15016299025217C,Chicago Math & Sci Elem Charter,Chicago,92.70,45.1,48.6,18.3,42.012711,-87.674714
15016299025226C,Polaris Academy Elem Charter,Chicago,92.70,47.2,,,41.892275,-87.707725
150162990250829,Uplift Community High School,Chicago,92.80,46.3,28.4,16.6,41.965525,-87.652455
150162990252963,Camras Elementary School,Chicago,92.80,45.2,,,41.934884111,-87.770105281
010011720222017,Washington Elementary School,Quincy,92.90,35,,,39.948186,-91.403384
150162990250001,Amundsen High School,Chicago,92.90,,26.9,17.1,41.975007,-87.679424
150162990250049,Wells Community Academy HS,Chicago,92.90,,14.9,15.1,41.898985,-87.66754
150162990252956,Garfield Park Prep Acad Elem Sch,Chicago,92.90,39.5,,,41.879668,-87.707313
190220330022004,Pioneer Elem School,West Chicago,92.90,27.7,,,41.875446,-88.21539
150162990250022,Kelly High School,Chicago,93.00,,29.2,16.9,41.818584,-87.694563
150162990250041,Steinmetz College Prep HS,Chicago,93.00,,24.7,16.6,41.936765,-87.783394
150162990252492,Lavizzo Elem School,Chicago,93.00,27.2,,,41.695554,-87.627024
310453000262016,Meadowdale Elem School,Carpentersville,93.00,40.4,,,42.12463,-88.256477
540921180242008,Garfield Elem School,Danville,93.00,24.4,,,40.142115,-87.635485
060160890022006,Lincoln Elem School,Maywood,93.10,37.8,,,41.893558,-87.843256
150162990252169,Drake Elem School,Chicago,93.10,40.7,,,41.841886,-87.617584
150162990252257,Hefferan Elem School,Chicago,93.10,60.2,,,41.878737,-87.735592
150162990252506,Wentworth Elem School,Chicago,93.10,32.4,,,41.767873,-87.648178
540921180242001,Cannon Elem School,Danville,93.10,32.6,,,40.129018,-87.605204
15016299025020C,IJLA Charter High School,Chicago,93.10,,14.9,,41.845440025,-87.683821091
060160890022003,Garfield Elem School,Maywood,93.20,33.1,,,41.874191,-87.843662
070161040022003,Otis P Graves Elem School,Summit,93.20,45,,,41.782916,-87.805848
070161470022007,Martin L King Elem School,Dixmoor,93.20,38,,,41.624211,-87.667205
150162990252331,Marsh Elem School,Chicago,93.20,47.6,,,41.716849,-87.552411
060160990021002,Unity Jr High School,Cicero,93.40,35.7,,,41.852141,-87.75898
150162990250034,Phillips Academy High School,Chicago,93.40,,15.7,14.3,41.823835,-87.620086
150162990252059,Armstrong  G Elem Intl ES,Chicago,93.40,56.2,,,42.010094,-87.684315
150162990252235,Haines Elem School,Chicago,93.40,68.5,,,41.850031,-87.633276
150162990252386,Otis Elem School,Chicago,93.40,46.1,,,41.891699,-87.665555
150162990252475,Sumner Math & Sci Comm Acad ES,Chicago,93.40,51,,,41.870871,-87.733203
060160990022012,Warren Park School,Cicero,93.50,27.2,,,41.864933,-87.775266
150162990250536,Richards Career Academy HS,Chicago,93.50,,7.2,14.7,41.802988,-87.66235
150162990252382,OKeeffe Elem School,Chicago,93.50,40.8,,,41.769099,-87.572745
150162990252700,Clark  G R Elem School,Chicago,93.50,66.9,,,41.868278,-87.770355
150162990252823,Ninos Heroes Academic Ctr ES,Chicago,93.50,42.8,,,41.744106,-87.551442
060160890022002,Emerson Elem School,Maywood,93.60,29.3,,,41.882678,-87.83669
070161700022002,Roosevelt Elem School,Chicago Heights,93.60,40.2,,,41.507013,-87.652469
150162990250545,Clemente Community Academy HS,Chicago,93.60,,10.5,15,41.902349,-87.686905
150162990252103,Burke Elem School,Chicago,93.60,26.8,,,41.797347,-87.616074
150162990252177,Dunne Technology Acad Elem Sch,Chicago,93.60,54.3,,,41.697030611,-87.640009885
310451310222005,C M Bardwell Elem School,Aurora,93.60,30,,,41.745748,-88.319945
15016299025203C,Shabazz International Chrtr Schls,Chicago,93.60,36.3,13.8,15.1,41.752749504,-87.600279857
070161440022005,Markham Park Elem School,Markham,93.70,39.8,,,41.59452,-87.706432
150162990250526,Chicago Vocational Career Acad HS,Chicago,93.70,,8.7,14.8,41.73711,-87.573757
150162990252414,Pullman Elem School,Chicago,93.70,48.9,,,41.688959,-87.609522
310451310222013,Oak Park Elem School,Aurora,93.70,23.6,,,41.764069,-88.283906
150162990252139,Cook Elem School,Chicago,93.80,32.9,,,41.74583,-87.659735
150162990252724,Robinson Elem School,Chicago,93.80,35.2,,,41.817778,-87.599434
310453000262021,Perry Elementary School,Carpentersville,93.80,31.8,,,42.135693,-88.265679
041012050251010,Kennedy Middle School,Rockford,93.90,18.6,,,42.330773,-89.097122
410570100262011,Kreitner Elem School,Collinsville,93.90,38.9,,,38.661937,-90.045125
510841860252027,Matheny-Withrow Elem Sch,Springfield,93.90,29.7,,,39.789511,-89.622024
070161550021001,Wentworth Jr High School,Calumet City,94.00,33.4,,,41.619656,-87.544429
150162990252110,Brunson Math & Science ES,Chicago,94.00,26.9,,,41.897652,-87.765538
150162990252132,Clay Elem School,Chicago,94.00,39.9,,,41.654931,-87.544689
390550610252034,Hope Academy,Decatur,94.00,22.6,,,39.851476,-88.942272
15016299025208C,LEARN Elem Charter School,Chicago,94.00,49.9,,,41.867176766,-87.71065708
150162990252428,Ruggles Elem School,Chicago,94.10,31.4,,,41.752304,-87.618149
150162990252927,Dodge Elem School,Chicago,94.10,45.8,,,41.882929,-87.692718
070161300022010,Whittier Elementary School,Blue Island,94.20,42,,,41.656032,-87.68478
150162990250767,Juarez Community Academy HS,Chicago,94.20,,23.3,16.6,41.853111,-87.663665
150162990252063,Avalon Park Elem School,Chicago,94.20,25.8,,,41.748733,-87.591724
150162990252323,Lyon Elem School,Chicago,94.20,59,,,41.933711,-87.777207
150162990252396,Pasteur Elem School,Chicago,94.20,49.6,,,41.787174,-87.732763
150162990252494,Volta Elem School,Chicago,94.20,44.3,,,41.971241,-87.724422
540921180242019,Meade Park Elem School,Danville,94.20,31.2,,,40.127152,-87.57839
15016299025206C,Locke  A Elem Charter Academy,Chicago,94.20,68.6,,,41.876857,-87.704536
060160990022014,Cicero West Elementary School,Cicero,94.30,27.3,,,41.84905,-87.747938
150162990252223,Goudy Elem School,Chicago,94.30,61.6,,,41.975985,-87.657847
310450460222028,Ontarioville Elem School,Hanover Park,94.30,49.7,,,41.991775,-88.157096
150162990252294,Kershaw Elem School,Chicago,94.40,47.6,,,41.776977,-87.640765
150162990252319,Lovett Elem School,Chicago,94.40,37.9,,,41.912804,-87.783099
150162990252502,Warren Elem School,Chicago,94.40,37.6,,,41.727236,-87.57545
150162990252928,Williams Multiplex Elem School,Chicago,94.40,27.7,,,41.84352,-87.628687
070161440022004,Highlands Elem School,Hazel Crest,94.50,45.5,,,41.579492,-87.700161
070161700022011,Jefferson Elem School,Chicago Heights,94.50,36.1,,,41.511538,-87.632108
150162990252229,Greene  N Elem School,Chicago,94.50,42.5,,,41.829688,-87.671252
340491870262009,North Elementary School,North Chicago,94.50,18.3,,,42.337094,-87.840316
15016299025227C,Amandla Charter High School,Chicago,94.50,32.8,,,41.768941,-87.634801
041012050252046,Wm Nashold Elem School,Rockford,94.60,38.9,,,42.225333,-89.057622
060162010170001,J Sterling Morton East High Sch,Cicero,94.60,,21.5,16.7,41.846762,-87.773553
070161480022006,Washington Elem School,Riverdale,94.60,29.7,,,41.642642,-87.629405
150162990250803,Phoenix Military Academy HS,Chicago,94.60,,45.3,19.1,41.879157,-87.688754
150162990252296,Kilmer Elem School,Chicago,94.60,39.1,,,42.000914,-87.667985
150162990252303,Lozano Bilingual & Intl Elem Sch,Chicago,94.60,32.2,,,41.907484,-87.663969
150162990252339,Mcclellan Elem School,Chicago,94.60,48.9,,,41.830276,-87.641189
320461110252003,Edison Primary School,Kankakee,94.60,25,,,41.112788,-87.840783
150162990250859,Solorio Academy High School,Chicago,94.70,,30.4,,41.795212583,-87.711039145
150162990252203,Field Elem School,Chicago,94.70,45.3,,,42.009661,-87.670075
310451310222006,W S Beaupre Elem School,Aurora,94.70,32.4,,,41.751357,-88.291677
15016299025228C,Catalyst Circle Rock Elem School,Chicago,94.70,37.7,,,41.882271,-87.765253
150162990252618,Foster Park Elem School,Chicago,94.80,36.1,,,41.73878,-87.66806
150162990252729,White Career Academy Elem Schl,Chicago,94.80,44.1,,,41.672224,-87.650302
150162990252191,Esmond Elem School,Chicago,94.90,46.4,,,41.689043,-87.667784
15016299025215C,Kipp Ascend Elem Charter School,Chicago,94.90,43,,,41.872329,-87.732668
150162990252266,Higgins Community Academy ES,Chicago,95.00,56.6,,,41.681163,-87.646893
150162990252346,McKay Elem School,Chicago,95.00,36.2,,,41.76815,-87.691835
150162990252421,Reilly Elem School,Chicago,95.00,41.2,,,41.941067,-87.719063
150162990250840,Austin Polytechnical Academy HS,Chicago,95.10,,13.8,14.5,41.8848,-87.7631
150162990252637,Cullen Elem School,Chicago,95.10,42,,,41.700928,-87.611188
150162990252703,Lee Elem School,Chicago,95.10,47.6,,,41.775803,-87.728787
150162990252930,New Field Elem School,Chicago,95.10,50.2,,,42.007412,-87.672565
060160890022012,Washington Elem School,Maywood,95.20,29.6,,,41.882501,-87.846288
150162990250837,Infinity Math  Science & Tech HS,Chicago,95.20,,48.6,18,41.836116,-87.734069
150162990252058,Armour Elem School,Chicago,95.20,36.4,,,41.833915,-87.650667
150162990252305,Lafayette Elem School,Chicago,95.20,29.8,,,41.89934,-87.694946
150162990250825,North-Grand High School,Chicago,95.30,,21.7,15.6,41.91162,-87.735096
150162990252270,Holmes Elem School,Chicago,95.30,19,,,41.793868,-87.649232
15016299025232C,Catalyst Maria Charter School,Chicago,95.30,36,,,41.771288769,-87.693159192
150162990252113,Caldwell Acad of Math & Sci ES,Chicago,95.40,45.8,,,41.739472,-87.580625
150162990252145,Corkery Elem School,Chicago,95.40,41.9,,,41.84556,-87.731056
150162990252148,Darwin Elem School,Chicago,95.40,44.9,,,41.923514,-87.705292
150162990252903,Woodlawn Community Elem School,Chicago,95.40,51.5,,,41.773943,-87.594468
310450460222032,Sheridan Elem School,Elgin,95.40,39.7,,,42.042878,-88.27029
150162990250035,Roosevelt High School,Chicago,95.50,,19.1,15.6,41.9648,-87.714139
490810400222010,Ericsson Elem School,Moline,95.50,27.4,,,41.505285,-90.532508
041012050252037,Swan Hillman Elem School,Rockford,95.60,37.5,,,42.234126,-89.0386
150162990252262,Herbert Elem School,Chicago,95.60,39.8,,,41.879938,-87.679791
150162990252460,Smyth  J Elem School,Chicago,95.60,29.2,,,41.865449,-87.653307
150162990252465,Stevenson Elem School,Chicago,95.60,56.9,,,41.747032,-87.731529
310451310222007,L D Brady Elem School,Aurora,95.60,30.5,,,41.759904,-88.301304
15016299025220C,Galapagos Elem Charter School,Chicago,95.60,35.2,,,41.897285,-87.721861
060160990022003,Columbus  East Elem School,Cicero,95.70,32.7,,,41.835929,-87.758801
150162990250011,Farragut Career Academy HS,Chicago,95.70,,21.4,16,41.849102,-87.708781
150162990252269,Holden Elem School,Chicago,95.70,44.7,,,41.837998,-87.653781
150162990252442,Schmid Elem School,Chicago,95.70,31.2,,,41.717439,-87.596993
150162990252605,Depriest Elem School,Chicago,95.70,33.6,,,41.878373,-87.766377
15016299025014C,Chicago Talent Dev High School,Chicago,95.70,,5.2,14.4,41.877541427,-87.683005284
060160990022013,Liberty Elem School,Cicero,95.80,33.9,,,41.86394,-87.749457
150162990252362,Mount Vernon Elem School,Chicago,95.80,41,,,41.702473,-87.647575
150162990252514,Whittier Elem School,Chicago,95.80,32.9,,,41.850624,-87.673905
150162990252958,Prieto Math-Science Elem Sch,Chicago,95.80,43.1,,,41.920942,-87.765773
060160890022004,Irving Elem School,Maywood,95.90,29.9,,,41.880408,-87.853801
150162990252188,Armstrong  L Math & Sci ES,Chicago,95.90,25.5,,,41.873829,-87.758227
150162990252315,Linne Elem School,Chicago,95.90,53.7,,,41.939733,-87.702677
150162990252916,Hampton Fine & Performing Arts ES,Chicago,95.90,34.5,,,41.753311,-87.708642
150162990252946,Frazier Prep Acad Elem School,Chicago,95.90,42.1,,,41.867043,-87.726263
150162990252185,Edwards Elem School,Chicago,96.00,45.6,,,41.805715,-87.725906
150162990252328,Mann Elem School,Chicago,96.00,25.9,,,41.748874,-87.574731
150162990252850,Albany Park Multicultural Acad ES,Chicago,96.00,56,,,41.971088,-87.709348
150162990252945,Frazier Intl Magnet Elem School,Chicago,96.00,74.3,,,41.867043,-87.726263
070161440022007,Nob Hill Elem School,Country Club Hill,96.10,38.8,,,41.584267,-87.706506
150162990252083,Bennett Elem School,Chicago,96.10,33.8,,,41.710585,-87.617449
150162990252192,Everett Elem School,Chicago,96.10,32.8,,,41.831651,-87.681359
150162990252213,Gallistel Language Academy ES,Chicago,96.10,41.6,,,41.707351,-87.535255
150162990252404,Pickard Elem School,Chicago,96.10,42.5,,,41.852522,-87.684041
150162990252438,Scammon Elem School,Chicago,96.10,52.3,,,41.941657,-87.732032
15016299025008C,Aspira Charter High School,Chicago,96.10,46.1,15.6,16.4,41.912158927,-87.696952162
15016299025012C,IHSCA Charter High School,Chicago,96.10,,23.9,,41.845944373,-87.685566019
150162990252212,Gale Community Academy Elem Sch,Chicago,96.20,28.1,,,42.021157,-87.671961
150162990252216,Woods Math & Science Acad Elem Sc,Chicago,96.20,27.8,,,41.781289,-87.654601
150162990252263,Herzl Elem School,Chicago,96.20,21.6,,,41.8623,-87.718027
150162990252393,Parkman Elem School,Chicago,96.20,19.9,,,,
150162990252901,Telpochcalli Elem School,Chicago,96.20,37.8,,,41.847899,-87.696675
041012050252040,Kishwaukee Elem School,Rockford,96.30,24.7,,,42.25959,-89.088943
060160990022002,Cicero East Elem School,Cicero,96.30,32.4,,,41.848644,-87.746581
150162990252093,Brennemann Elem School,Chicago,96.30,70.5,,,41.960099,-87.649489
150162990252109,Burroughs Elem School,Chicago,96.30,60.5,,,41.829072,-87.692353
150162990252224,Graham  A Elem School,Chicago,96.30,44,,,41.813448,-87.643252
150162990252289,Pilsen Community Academy ES,Chicago,96.30,38.6,,,41.858792,-87.662071
150162990252877,McAuliffe Elem School,Chicago,96.30,29.6,,,41.914249,-87.723954
310450460222015,Garfield Elem School,Elgin,96.30,37.8,,,42.024769,-88.269751
410570120260001,Madison Senior High School,Madison,96.30,,17.5,15.8,38.682059,-90.144145
041012050252047,John Nelson Elem School,Rockford,96.40,35.9,,,42.261908,-89.065471
070161690021001,Cottage Grove Upper Grade Center,Ford Heights,96.40,40.1,,,41.506241,-87.596843
150162990252150,Dawes Elem School,Chicago,96.40,45.7,,,41.745007,-87.717201
150162990252276,Hughes  C Elem School,Chicago,96.40,38.6,,,41.860475,-87.732406
150162990252280,Hurley Elem School,Chicago,96.40,52.6,,,41.76741,-87.719411
150162990252444,Schubert Elem School,Chicago,96.40,39.2,,,41.930355,-87.761226
150162990252521,Woodson South Elem School,Chicago,96.40,22.4,,,41.814569,-87.608305
150162990252636,Hay Community Academy ES,Chicago,96.40,35.4,,,41.898978,-87.755735
150162990252775,Joplin Elem School,Chicago,96.40,38.4,,,41.749687,-87.669464
150162990252873,Evergreen Academy Elem School,Chicago,96.40,47.3,,,41.829829,-87.667935
150162990252924,National Teachers Elem Academy,Chicago,96.40,33,,,41.851865,-87.629092
410570030262002,Venice Elem School,Venice,96.40,9.9,,,38.661518,-90.168448
070161320022002,Calumet Elem School,Calumet Park,96.50,40.7,,,41.659476,-87.657178
070161520022002,Maya Angelou Elem Sch,Harvey,96.50,31,,,41.603579,-87.659605
150162990250836,Multicultural Acad of Scholarshp,Chicago,96.50,,19.3,16.6,41.836655482,-87.734155708
150162990250842,Marine Military Academy HS,Chicago,96.50,,32.5,17.8,41.879163589,-87.688717338
150162990252265,Hibbard Elem School,Chicago,96.50,41.9,,,41.97029,-87.710034
150162990252726,Hanson Park Elem School,Chicago,96.50,42.7,,,41.92399,-87.761342
150162990252908,West Park Elem Academy,Chicago,96.50,49.2,,,41.906895,-87.731912
150162990252926,Talman Elem School,Chicago,96.50,53.5,,,41.79469,-87.690187
15016299025205C,UNO Network Elem Charter School,Chicago,96.50,49.4,39.2,18.5,41.849210292,-87.692480493
060160880022001,Grant Elem School,Melrose Park,96.60,41.8,,,41.898306,-87.875108
150162990250017,Harper High School,Chicago,96.60,,5.3,14.8,41.775282,-87.668954
150162990252190,Ericson Scholastic Academy ES,Chicago,96.60,47.1,,,41.875714,-87.715797
150162990252375,Nobel Elem School,Chicago,96.60,43.8,,,41.906095,-87.730069
150162990252867,Ruiz Elem School,Chicago,96.60,42.4,,,41.848255,-87.680663
15016299025009C,Ace Technical Charter High School,Chicago,96.60,,26.7,15.9,41.796284,-87.625847
150162990252068,Barton Elem School,Chicago,96.70,27.3,,,41.754818,-87.670878
150162990252620,Hughes L Elem School,Chicago,96.70,29.7,,,41.70461,-87.629317
150162990252802,Mays Academy Elem School,Chicago,96.70,45.1,,,41.772491,-87.646085
150162990252862,Casals Elem School,Chicago,96.70,42.3,,,41.904595,-87.714239
041012050252041,Julia Lathrop Elem School,Rockford,96.80,28.2,,,42.247885,-89.114511
041012050252043,McIntosh Science and Tech Magnet,Rockford,96.80,27.9,,,42.28308,-89.13542
150162990250020,Hubbard High School,Chicago,96.80,,34.5,17.9,41.780452,-87.717864
150162990250799,Hope College Preparatory HS,Chicago,96.80,,8.9,14.7,41.793573,-87.641436
150162990252209,Fuller Elem School,Chicago,96.80,19.3,,,41.818103,-87.611704
150162990252246,Harvard Elem School,Chicago,96.80,37.8,,,41.75764,-87.632828
310451310222015,Edna Rollins Elem School,Aurora,96.80,29.3,,,41.756643,-88.29246
070161700022008,U S Grant Elem School,South Chicago Hei,96.90,35.7,,,41.489532202,-87.640366791
150162990252072,Nicholson Tech Acad Elem School,Chicago,96.90,53.9,,,41.784133,-87.647459966
150162990252194,Falconer Elem School,Chicago,96.90,51.7,,,41.935706,-87.749192
150162990252247,Haugan Elem School,Chicago,96.90,46.1,,,41.96347,-87.722911
150162990252799,Curtis Elem School,Chicago,96.90,31.5,,,41.685581,-87.624074
150162990252881,Logandale Middle School,Chicago,96.90,39.4,,,41.933918,-87.708851
320461110252005,Lafayette Primary School,Kankakee,96.90,25.4,,,41.124495,-87.871501
410570120261003,Madison Jr High School,Madison,96.90,31.7,,,38.681686346,-90.144084823
15016299025015C,EPIC Academy High School,Chicago,96.90,,15,16.6,41.745485,-87.550322
060160990022008,T Roosevelt Elem School,Cicero,97.00,35.3,,,41.86013,-87.750869
150162990252714,Leland Elem School,Chicago,97.00,79,,,41.873924,-87.755278
