RCDTS,School,City,demSCHOOLlow,ISAT13,PSAE13,ACT13,LATITUDE,LONGITUDE
260343160260001,Warsaw Sr High School,Warsaw,41.10,,56.9,18.6,40.355375,-91.429257
470522750262003,Ashton-Franklin Center Elem Sch,Franklin Grove,41.10,59,,,41.838592,-89.29954
470711440032001,Kings Elementary School,Kings,41.10,65.3,,,42.001345,-89.104338
490810410252009,Eugene Field Elem School,Rock Island,41.10,61.8,,,41.478548,-90.559569
48072150025027C,Quest Charter School Academy,Peoria,41.10,48.6,,,40.717959944,-89.613038043
110213060262002,Arcola Elementary School,Arcola,41.20,49.8,,,39.683905,-88.316463
170530080261001,Prairie Central Jr High School,Forrest,41.20,63.9,,,40.755314,-88.413572
250410030042001,Field Elementary School,Texico,41.20,47.5,,,38.432696,-88.867031
120130100261001,Clay City Jr High School,Clay City,41.30,64.2,,,38.688230384,-88.354150331
120800020260001,West Richland High School,Noble,41.30,,47.6,19.5,38.698684,-88.21793
130140010262002,Carlyle Elementary School,Carlyle,41.30,60.8,,,38.613566,-89.365193
170530080260001,Prairie Central High School,Fairbury,41.30,,58.9,20.7,40.750185,-88.506856
030030020261002,Greenville Jr High School,Greenville,41.40,62.6,,,38.899724,-89.396436
041011220222014,Olson Park Elem School,Machesney Park,41.40,62.5,,,42.357548,-89.035417
050162020170001,Evanston Twp High School,Evanston,41.40,,66.6,23.2,42.046586,-87.698448
060164010260001,Elmwood Park High School,Elmwood Park,41.40,,55.1,20.8,41.923076,-87.830673
190220020022007,W A Johnson Elem School,Bensenville,41.40,61,,,41.939791,-87.956539
280372270262001,Cambridge Comm Grade School,Cambridge,41.40,62.9,,,41.299291,-90.198916
400560340260001,North Mac High School,Virden,41.40,,60.7,19.1,39.50662007,-89.769384342
010011720222009,Madison School,Quincy,41.50,62.7,,,39.931806,-91.376894
320460050262003,Manteno Elem School,Manteno,41.50,59.5,,,41.245363,-87.852881
320463070160001,Bradley-Bourbonnais C High School,Bradley,41.50,,55.7,20.8,41.148001,-87.869212
470522720261002,Amboy Jr High School,Amboy,41.50,59.3,,,41.713296,-89.336494
010010010262002,Seymour Elementary School,Payson,41.60,62.4,,,39.817486,-91.24661
500821050021001,Pontiac Jr High School,Fairview Heights,41.60,60.5,,,38.58544,-89.979081
510841860252033,Sandburg Elem School,Springfield,41.60,64.3,,,39.76421,-89.688052
56099030C042004,Troy Heritage Trail School,Joliet,41.60,55.1,,,41.505073,-88.164076
040041000261003,Belvidere Central Middle School,Belvidere,41.70,60.6,,,42.282128,-88.858169
060162090170002,Proviso West High School,Hillside,41.70,,25.4,16.5,41.870086,-87.898945
070161110022010,Edward J Tobin Elem School,Burbank,41.70,60.9,,,41.737466,-87.77978
070161170022004,Oak Ridge Elem School,Palos Hills,41.70,79.4,,,41.703578,-87.836427
080432060261001,Stockton Middle School,Stockton,41.70,70.7,,,42.354445,-90.011205
110150010261002,Charleston Middle School,Charleston,41.70,63.6,,,39.487664,-88.165474
270362350260001,West Central High School,Biggsville,41.70,,60.3,19.5,40.848765,-90.901026
380540230262002,Mount Pulaski Elem School,Mount Pulaski,41.70,63.4,,,40.009788,-89.281167
380652000260001,Greenview Jr/Sr High School,Greenview,41.70,30.3,43.8,19.4,40.079482,-89.738857
400560080261001,Wolf Ridge Junior High School,Bunker Hill,41.70,50,,,39.03776,-89.954276
460860020260001,Bluffs High School,Bluffs,41.70,,18.4,16.9,39.753671,-90.535215
56099030C042006,Orenic Intermediate School,Plainfield,41.70,62.6,,,41.549414,-88.225584
070161610022002,Heather Hill Elem School,Flossmoor,41.80,49.1,,,41.535576,-87.684277
080892020261002,Lena-Winslow Jr High School,Lena,41.80,63.2,,,42.378248,-89.814779
190220040021009,Indian Trail Jr High School,Addison,41.80,49.6,,,41.932535,-87.994365
410570080260001,Civic Memorial High School,Bethalto,41.80,,50,19.5,38.90902,-90.060909
500822010170002,Belleville High School-West,Belleville,41.80,,55.2,19.4,38.518951,-90.042144
150162990252207,Franklin Fine Arts Elem Sch,Chicago,41.90,82.3,,,41.906682,-87.635051
390550010262002,Argenta-Oreana Elementary School,Oreana,41.90,66.3,,,39.937446,-88.870274
060160840022003,North Elem School,Franklin Park,42.00,49.5,,,41.938662,-87.86316
340490730042002,Hawthorn Elem School North,Vernon Hills,42.00,59.3,,,42.242858,-87.967835
440632000261006,Northwood Middle School,Woodstock,42.00,56.2,,,42.338843,-88.443158
480723100160001,Limestone Community High School,Peoria,42.00,,49.4,19.2,40.644606,-89.681849
480723250260005,Peoria Heights High School,Peoria Heights,42.00,,43.1,18,40.745537,-89.586368
540920760261001,Oakwood Junior High School,Danville,42.00,64.6,,,40.191231,-87.769375
010010030260001,Central High School,Camp Point,42.10,,62.9,20.4,40.064662,-91.030082
010750100260009,Pittsfield High School,Pittsfield,42.10,,44.9,20.2,39.600694,-90.804581
050160650042022,M L King Jr Lab Experimental Sch,Evanston,42.10,76.1,,,42.043959,-87.707094
260621700260001,Bushnell-Prairie City High Sch,Bushnell,42.10,,56.1,18.7,40.558764,-90.512
340490030042006,Kenneth Murphy School,Beach Park,42.10,43.4,,,42.429674,-87.848183
350501410021009,Shepherd Middle School,Ottawa,42.10,53.9,,,41.324498,-88.829467
400560090262005,Shipman Elem School,Shipman,42.10,54.8,,,39.115852,-90.044359
450791400262008,Evansville Attendance Center,Evansville,42.10,55.9,,,38.091315,-89.934141
530900860021011,Central Jr High School,East Peoria,42.10,52.6,,,40.664322,-89.568713
020440010262001,Goreville Elementary School,Goreville,42.20,64.3,,,37.555852,-88.979091
040042000262002,Manchester Elem School,Poplar Grove,42.20,64.7,,,42.446632,-88.869014
100110030260006,Taylorville Sr High School,Taylorville,42.20,,61.8,20.2,39.56054,-89.301398
150162990252214,Garvy  J Elem School,Chicago,42.20,68.9,,,41.975962,-87.796321
390550090261001,Sangamon Valley Middle School,Illiopolis,42.20,62.7,,,39.850292,-89.244372
460690060262002,Waverly Elementary School,Waverly,42.20,54,,,39.590668,-89.961611
070161240021001,Central Jr High School,Evergreen Park,42.30,59.4,,,41.722502,-87.70314
110180030261001,Neoga Jr High School,Neoga,42.30,62.8,,,39.373652,-88.457389
150162990252345,McDade Elem Classical School,Chicago,42.30,96,,,41.734551,-87.619302
250410790022001,Summersville Grade School,Mount Vernon,42.30,69.1,,,38.327604,-88.865958
340490030042002,Oak Crest School,Beach Park,42.30,45.5,,,42.423347,-87.855019
380601260260001,Havana High School,Havana,42.30,,53.2,20.2,40.296044,-90.054724
050162140170006,Wheeling High School,Wheeling,42.40,,56.6,21.1,42.125225,-87.936806
120130350260001,Flora High School,Flora,42.40,,38.1,19.7,38.663989,-88.483178
130586000160001,Salem Community High School,Salem,42.40,,49.5,18.8,38.615744,-88.945562
150162990250855,Ogden Intl High School,Chicago,42.40,78.8,34.4,18.3,41.8936,-87.6585
310453030262001,Anderson Elem School,St Charles,42.40,63.7,,,41.963189087,-88.303004614
380601910261003,Midwest Central Middle School,Green Valley,42.40,49.9,,,40.407747,-89.643221
480722650262002,Farmington Central Elem Sch,Farmington,42.40,56,,,40.698124,-89.986675
120400010261003,Jasper Co Jr High,Newton,42.60,62.6,,,38.986359,-88.161026
170530080262007,Prairie Central Upper Elementary,Forrest,42.60,80,,,40.750626,-88.410716
280881000262002,Stark County Elem Sch,Wyoming,42.60,66.8,,,41.065137,-89.775463
440630190242001,Alden Hebron Elem School,Hebron,42.60,66.5,,,42.464948,-88.428601
440632000260008,Woodstock High School,Woodstock,42.60,,62.6,20.3,42.312788,-88.453429
050162110170006,Hoffman Estates High School,Hoffman Estates,42.70,,59.3,20.5,42.051762,-88.107659
060162120160001,East Leyden High School,Franklin Park,42.70,,47.3,19.6,41.940475,-87.865732
100680020261002,Lincolnwood Jr High School,Raymond,42.70,66.2,,,39.325015,-89.571783
270943040261001,United Jr High Sch,Monmouth,42.70,57.2,,,40.942597,-90.747438
030262030262008,Vandalia Elementary School,Vandalia,42.80,45.2,,,38.974829,-89.102194
170530080262002,Meadowbrook Elem School,Forrest,42.80,64.5,,,40.753387,-88.415788
280881000260001,Stark County High School,Toulon,42.80,,56.7,20.3,41.09686,-89.864559
400560010261001,Carlinville Middle School,Carlinville,42.80,64.5,,,39.278687,-89.881438
430590070262001,Midland Elementary School,Lacon,42.80,69.7,,,41.024621,-89.405264
030262010260003,Brownstown High School,Brownstown,42.90,,51.6,18.2,38.992289,-88.955878
050160150042009,Stuart R Paddock School,Palatine,42.90,70.6,,,42.10859,-88.049293
070161610021003,Parker Junior High School,Flossmoor,42.90,56.2,,,41.545201,-87.685414
170200180262003,Ruth M Schneider Elem School,Farmer City,42.90,48.3,,,40.24603,-88.646144
250410040042001,Woodlawn School,Woodlawn,42.90,59.3,,,38.327908,-89.034809
450790010221002,Coulterville Junior High School,Coulterville,42.90,35.8,,,38.186387,-89.605928
560990900022001,Taft Grade School,Lockport,42.90,55.2,,,41.581196,-88.058824
300730500022002,Pinckneyville Middle School,Pinckneyville,43.00,61.9,,,38.079681,-89.371862
540920100262001,Potomac Elem School,Potomac,43.00,69,,,40.304365,-87.792108
030030010261001,Mulberry Grove Jr High School,Mulberry Grove,43.10,62.3,,,38.924038,-89.275564
080083990262002,Milledgeville Elem School,Milledgeville,43.10,75.9,,,41.966605,-89.77314
100680030260001,Hillsboro High School,Hillsboro,43.10,,51.8,19.2,39.154299,-89.486805
120170040262002,Oblong Elem School,Oblong,43.10,57.4,,,39.001755,-87.914159
490810400221004,Woodrow Wilson Middle School,Moline,43.10,54.9,,,41.499016,-90.470752
56099209U261002,Wilmington Middle School,Wilmington,43.10,58.1,,,41.314107,-88.145492
100110010261001,Morrisonville Jr High School,Morrisonville,43.20,38.6,,,39.421535,-89.458269
200970010260003,Grayville Jr Sr High School,Grayville,43.20,45,25,19,38.25771,-88.004582
320460530022005,Liberty Intermediate School,Bourbonnais,43.20,70.3,,,41.184114,-87.895089
340491120021001,Northwood Jr High School,Highland Park,43.20,66.5,,,42.203477,-87.82358
390550110262001,Warrensburg-Latham Elem Sch,Warrensburg,43.20,73.5,,,39.932070669,-89.067113255
470712220261001,Aplington Middle School,Polo,43.20,62.5,,,41.986041,-89.570241
56099088A022001,Richland Elem School,Crest Hill,43.20,58.1,,,41.566065,-88.129318
060162090170001,Proviso East High School,Maywood,43.30,,15.8,15.3,41.880785,-87.834014
070162180160007,A B Shepard High Sch (Campus),Palos Heights,43.30,,43,19.3,41.655927,-87.7773
340491140022003,Lotus School,Spring Grove,43.40,59.2,,,42.429226,-88.18238
110213020262001,Villa Grove Elem School,Villa Grove,43.50,65.2,,,39.868899,-88.16047
110870210262001,Gregory Intermediate,Moweaqua,43.50,53.6,,,39.630871091,-89.018165323
190220200021001,Spring Wood Middle School,Hanover Park,43.50,53.5,,,41.973155,-88.130242
190220870170001,Glenbard East High School,Lombard,43.50,,51.9,20.5,41.866182,-88.024389
160194260262001,Hiawatha Elem Sch PreK-8,Kirkland,43.60,56,,,42.099446736,-88.88131377
070161500022001,Greenwood Elem School,South Holland,43.70,58.5,,,41.590367,-87.591059
310450460222012,Clinton Elem School,South Elgin,43.70,55.1,,,41.99635,-88.28504
350502800170001,Mendota Twp High School,Mendota,43.70,,55.3,19.8,41.568,-89.1363
050160150041014,Carl Sandburg Jr High School,Rolling Meadows,43.80,62.8,,,42.074407,-88.012225
050160620042004,Cumberland Elem School,Des Plaines,43.80,70.8,,,42.053882,-87.906903
110180770262003,Cumberland Elem School,Toledo,43.80,64.3,,,39.257281,-88.196513
120170030262002,Palestine Grade School,Palestine,43.80,45.1,,,39.001833,-87.621581
200970030260001,Norris City-Omaha-Enfield H S,Norris City,43.80,,42.7,18.8,37.975327,-88.327888
210281740260001,Thompsonville High School,Thompsonville,43.80,,45.7,17.9,37.917834,-88.763143
460092620261002,A-C Central Middle School,Ashland,43.80,59.8,,,39.892187,-90.016057
460092620262001,A-C Central Elementary School,Chandlerville,43.80,56.3,,,40.047612,-90.148651
050160650042020,Washington Elem School,Evanston,43.90,70.8,,,42.034291,-87.693092
260343070160001,Illini West High School,Carthage,43.90,,53.2,20,40.41223,-91.136349
330482020262002,Mable Woolsey Elem School,Knoxville,43.90,69.6,,,40.902058,-90.279027
350500400170001,Streator Twp High School,Streator,43.90,,42.7,18.5,41.126152,-88.83703
400421000262006,Grafton Elem School,Grafton,43.90,77.6,,,38.976057,-90.42862
050162110170003,Palatine High School,Palatine,44.00,,59.2,21.3,42.131189,-88.023985
130140010261001,Carlyle Junior High School,Carlyle,44.00,56,,,38.620348,-89.373044
340491180262001,Wauconda Grade School,Wauconda,44.00,55.6,,,42.260176,-88.145779
390550010261001,Argenta-Oreana Middle School,Argenta,44.00,56.6,,,39.985624,-88.820033
010011720220003,Quincy Sr High School,Quincy,44.10,,48.6,19.4,39.931589,-91.362512
200830010262002,Galatia Elem School,Galatia,44.10,50,,,37.841281,-88.61322
300733000262002,Duquoin  Middle School,Du Quoin,44.10,51.3,,,38.001948,-89.220472
400560020260004,Northwestern High School,Palmyra,44.10,,70,19.3,39.423378,-89.995882
470522710262005,Paw Paw Elem School,Paw Paw,44.10,58.6,,,41.6914,-88.9778
040042000262001,Capron Elem School,Capron,44.20,52.5,,,42.400595,-88.744953
170534380042001,Saunemin Elem School,Saunemin,44.20,50.6,,,40.891114,-88.406483
210281960261001,Sesser-Valier Jr High School,Sesser,44.20,47.8,,,38.081849,-89.075708
350501240022004,Washington Elem School,Peru,44.20,58.8,,,41.331455,-89.123076
400560010262006,Carlinville Intermediate School,Carlinville,44.20,66.5,,,39.287017,-89.886837
440630150041008,Chauncey H Duker School,McHenry,44.20,62.6,,,42.337907,-88.269514
480721500252040,Kellar Primary School,Peoria,44.20,65.5,,,40.764476,-89.598035
120170020261005,Nuttall Middle School,Robinson,44.30,57.9,,,39.019516,-87.742197
130950010042001,Oakdale Grade School,Oakdale,44.30,59.1,,,38.261305,-89.500453
010750030260002,Pleasant Hill High School,Pleasant Hill,44.40,,43.5,19.7,39.441754,-90.868829
050160620042002,Central Elem School,Des Plaines,44.40,70.8,,,42.037359,-87.886466
250410010262002,Waltonville Grade School,Waltonville,44.40,55,,,38.213614,-89.048551
340490730042008,Hawthorn Sch of Dual Language,Vernon Hills,44.40,64.6,,,42.23837538,-87.9701153
050160630022010,Washington Elem School,Glenview,44.50,62.4,,,42.054927,-87.825772
160194280260011,De Kalb High School,Dekalb,44.50,,48.5,20.3,41.912188,-88.753523
440632000261007,Creekside Middle School,Woodstock,44.50,59.9,,,42.28278,-88.447312
460690060260001,Waverly High School,Waverly,44.50,,44.4,17.9,39.591799,-89.959684
060160840022004,Dan H Pietrini Elem School,Franklin Park,44.60,64.3,,,41.922367,-87.864513
350501410022009,Central Intermediate School,Ottawa,44.60,58.5,,,41.324455091,-88.829373601
020910370041001,Anna Junior High School,Anna,44.70,55.2,,,37.460706,-89.252381
110870040262003,Main Street Elementary School,Shelbyville,44.70,64.9,,,39.406702,-88.795284
260343160262003,Warsaw Elem School,Warsaw,44.70,60.9,,,40.355375,-91.429257
070161230022006,J M Hannum Elem School,Oak Lawn,44.80,58.5,,,41.714838,-87.727278
150162990252293,Kellogg Elem School,Chicago,44.80,59,,,41.725565,-87.677276
260343170041006,Carthage Middle School,Carthage,44.80,62,,,40.411042,-91.134593
400070420262001,Brussels Grade School,Brussels,44.80,53.4,,,38.948949,-90.588517
070161110022001,Luther Burbank Elem School,Burbank,44.90,44.6,,,41.742716,-87.75812
070161250021001,Hamlin Upper Grade Center,Alsip,44.90,50.7,,,41.672002,-87.714784
250410070042001,Dodds Elem School,Mount Vernon,44.90,57.3,,,38.257855,-88.870438
430590050262001,Henry-Senachwine Grade School,Henry,44.90,61.7,,,41.110114,-89.364764
110180030262005,Neoga Middle School,Neoga,45.00,69.3,,,39.373652,-88.457389
320460530022003,Alan B Shepard Elem School,Bourbonnais,45.00,70,,,41.160311,-87.875414
350500020262003,Serena Elem School,Serena,45.00,60.7,,,41.487655,-88.730811
440630150042005,Riverwood Elementary School,McHenry,45.00,64.3,,,42.325111,-88.295852
110150050260002,Oakland High School,Oakland,45.10,,64.7,19.7,39.655010601,-88.027280719
200300070261001,Gallatin Junior High School,Junction,45.10,53.3,,,37.730535,-88.239489
530901020021003,Georgetowne Middle School,Marquette Heights,45.10,47.4,,,40.618831,-89.614539
120800010260001,East Richland High School,Olney,45.20,,60.6,19.4,38.734118,-88.071218
280061150022006,Reagan Middle School,Tiskilwa,45.20,53.5,,,41.295762,-89.50995
030262030260001,Vandalia Community High School,Vandalia,45.30,,41.3,19.4,38.971797,-89.100267
120170010260001,Hutsonville High School,Hutsonville,45.30,,31,17.9,39.106941,-87.66627
150162990250533,Jones College Prep High School,Chicago,45.30,,97.3,25.5,41.874262,-87.627679
220290660250001,Canton High School,Canton,45.30,,45.6,19.3,40.568835,-90.035978
340490460042001,Avon Center Elem School,Round Lake Beach,45.30,63,,,42.377386,-88.059925
380540210262004,Emden Elementary School,Emden,45.30,28.8,,,40.296933,-89.485973
410570090262007,Frohardt Elem School,Granite City,45.30,53.8,,,38.72227,-90.114099
550980120022001,East Coloma Elem Sch Dist 12,Rock Falls,45.30,59.4,,,41.776074,-89.665223
190220880160002,Willowbrook High School,Villa Park,45.40,,57,20.9,41.868437,-87.978392
300730500022001,Pinckneyville Elem School,Pinckneyville,45.40,53.9,,,38.079474,-89.385146
350500020262004,Sheridan Elem School,Sheridan,45.40,57.9,,,41.529903,-88.679942
510840140261001,Riverton Middle School,Riverton,45.40,57.4,,,39.844248,-89.532227
440630150042002,Hilltop Elem School,McHenry,45.50,59.3,,,42.350328,-88.248438
460691170220014,Jacksonville High School,Jacksonville,45.50,,40.5,19.7,39.748382,-90.238615
500821960260001,Dupo High School,Dupo,45.50,,37.1,19.1,38.513708,-90.206603
060161020022001,Congress Park Elem School,Brookfield,45.60,63.6,,,41.812656,-87.853773
150162990252052,Agassiz Elem School,Chicago,45.60,71.9,,,41.933749,-87.656265
170200180261001,Blue Ridge Junior High School,Mansfield,45.60,60.9,,,40.213128,-88.501292
431020060262001,Fieldcrest Elementary - South,Minonk,45.60,68.1,,,40.901697,-89.038326
050160590042006,Devonshire School,Des Plaines,45.70,75.6,,,42.026878,-87.926496
130140030262005,New Baden Elementary School,New Baden,45.70,73.1,,,38.539315,-89.69341
190220070021004,Wood Dale Jr High School,Wood Dale,45.70,63.4,,,41.978195,-87.979679
190220150022004,Winnebago Elem School,Bloomingdale,45.70,58.7,,,41.942119,-88.067995
220290010260001,Astoria High School,Astoria,45.70,,43.3,18.2,40.228595,-90.352674
400560070260003,Gillespie High School,Gillespie,45.70,,60.5,20,39.129505,-89.825736
11012003C260001,Martinsville Jr- Sr High School,Martinsville,45.70,58.9,39.3,18.9,39.311841089,-87.855038965
050162070170001,Maine East High School,Park Ridge,45.80,,57.4,20.3,42.039365,-87.856403
100110140240001,South Fork Jr Sr High School,Kincaid,45.80,44,62,16.8,39.588093,-89.414179
150162990252809,Poe Classical Elem School,Chicago,45.80,96.8,,,41.702486,-87.606357
270942380260001,Monmouth-Roseville High Sch,Monmouth,45.80,,42.2,19.9,40.911077,-90.651269
56099209U262004,L J Stevens Intermediate School,Wilmington,45.80,64.4,,,41.301336,-88.141257
090270050262004,GCMS Elementary School,Gibson City,45.90,62.4,,,40.475423,-88.373694
300391760260001,Trico Senior High School,Campbell Hill,45.90,,46.9,20.1,37.947606,-89.563932
24032072C042001,Gardner Elem School,Gardner,45.90,66.4,,,41.193417,-88.306954
030250400261001,Effingham Junior High School,Effingham,46.00,62.2,,,39.117612,-88.556166
080432100262003,River Ridge Elementary School,Hanover,46.00,74.5,,,42.310759,-90.274154
200960170042001,Jasper Elem School,Fairfield,46.00,59.4,,,38.40091177,-88.326878079
200970030262002,Norris City-Omaha Elem School,Norris City,46.00,55.6,,,37.9765,-88.328826
220850050261002,Schuyler Industry Middle Sch,Rushville,46.00,53.8,,,40.128057,-90.563479
320382330170001,Milford High School,Milford,46.00,,55.3,19.9,40.6276,-87.7013
060160840022005,Passow Elementary School,Franklin Park,46.10,59.9,,,41.930418,-87.867734
440630150042001,Edgebrook Elem School,Mchenry,46.10,71.1,,,42.337552,-88.267328
500821150022001,Whiteside Elem School,Belleville,46.10,49.2,,,38.539087,-89.953111
17053006J260001,Tri-Point High School,Cullom,46.10,,33.8,20.9,40.753309,-88.187988
540921180242013,Northeast Elem Magnet School,Danville,46.20,58.4,,,40.142823,-87.601495
070162200170001,Reavis High School,Burbank,46.30,,50.6,19.6,41.752276,-87.771855
130581000262001,Patoka Elem School,Patoka,46.30,50,,,38.765063,-89.085676
220291760260001,Avon Sr High School,Avon,46.30,,39.3,19.3,40.664226,-90.431034
380601890261001,Illini Central Middle School,Mason City,46.30,57.3,,,40.203546,-89.706717
500821150021001,Whiteside Middle School,Belleville,46.30,50,,,38.541147,-89.941183
010010030261001,Central Junior High School,Camp Point,46.40,58.4,,,40.064662,-91.030082
170200180262005,Blue Ridge Mansfield Elem Sch,Mansfield,46.40,66.9,,,40.210550578,-88.501351098
030250400262002,Central Grade School,Effingham,46.50,61.4,,,39.071795,-88.549372
110703000261001,Sullivan Middle School,Sullivan,46.50,64.2,,,39.605383,-88.6075
190220680021001,Thomas Jefferson Jr High School,Woodridge,46.50,63.4,,,41.755067,-88.040961
400560050262001,Mt Olive Elementary School,Mount Olive,46.50,59.1,,,39.072326,-89.735863
170640050262007,Glenn Elem School,Normal,46.60,60,,,40.499839,-88.98722
270664040261001,Mercer County Jr High School,Joy,46.60,56,,,41.198474,-90.878727
490810400222012,Garfield Elem School,Moline,46.60,65.7,,,41.487217,-90.515214
060164010261001,Elm Middle School,Elmwood Park,46.70,67.7,,,41.914096,-87.815951
070161240022004,Southeast Elem School,Evergreen Park,46.70,65,,,41.715368,-87.694291
110180770261001,Cumberland Middle School,Toledo,46.70,49.3,,,39.257149,-88.195296
540920760262003,Oakwood Grade School,Oakwood,46.70,65.8,,,40.112475,-87.776894
040042000262005,North Boone Upper Elem Sch,Poplar Grove,46.80,61.6,,,42.407807,-88.817167
070161260022001,Hazelgreen Elem School,Alsip,46.80,57.3,,,41.678943,-87.745359
070162280160001,Bremen High School,Midlothian,46.80,,35.2,17.3,41.616282,-87.717221
350504250262001,Lostant Elem School,Lostant,46.80,56.3,,,41.141606,-89.061034
530901080022010,Scott Altman Primary School,Pekin,46.80,76.9,,,40.545993524,-89.609292803
010750120260001,Western High School,Barry,46.90,,37.2,18.3,39.697157,-91.044896
050160210041007,Jack London Middle School,Wheeling,46.90,62.4,,,42.138974,-87.942166
460690110261001,Meredosia-Chambersburg Jr High,Meredosia,46.90,33,,,39.830633,-90.551848
030030010262001,Mulberry Grove Elem School,Mulberry Grove,47.00,64.4,,,38.924038,-89.275564
170640190261001,Ridgeview Jr High School,Colfax,47.00,51.3,,,40.56437,-88.616142
480721500251009,Charles A Lindbergh Middle School,Peoria,47.00,66.6,,,40.764576,-89.605973
540920070262001,Rossville-Alvin Elem School,Rossville,47.00,46.7,,,40.382304,-87.670486
041011220220002,Harlem High School,Machesney Park,47.10,,49.2,20.1,42.358511,-89.029058
050160150042003,Central Road Elem School,Rolling Meadows,47.10,67.4,,,42.066744,-88.02545
110150010262003,Carl Sandburg Elem School,Charleston,47.10,61.1,,,39.478944,-88.191123
240320750022001,Braceville Elem School,Braceville,47.10,53.1,,,41.225999,-88.264204
510840010262001,Tri-City Elem School,Buffalo,47.10,67.7,,,39.851255,-89.413199
540920020260004,Westville High School,Westville,47.10,,40.5,17.8,40.051625,-87.63891
260343280242004,Hamilton Elementary School,Hamilton,47.20,56.8,,,40.392912,-91.331478
470712220262001,Centennial Elem School,Polo,47.20,63.4,,,41.983973,-89.572501
550980030260001,Prophetstown High School,Prophetstown,47.20,,45.5,19.2,41.674558,-89.938767
