RCDTS,School,City,demSCHOOLlow,ISAT13,PSAE13,ACT13,LATITUDE,LONGITUDE
170200150262004,Lincoln Elem School,Clinton,50.50,66.3,,,40.149814,-88.962794
190220440022013,Madison Elementary School,Lombard,50.50,63.2,,,41.874854,-88.020852
400310100262003,Greenfield Elem School,Greenfield,50.50,63,,,39.348517,-90.213981
120510100260001,Red Hill Jr/Sr High School,Bridgeport,50.60,56.1,75.9,19.6,38.712018404,-87.757163268
130581330022001,Central City Elem School,Centralia,50.60,64.6,,,38.547557,-89.128299
160194280262011,Gwendolyn Brooks Elem Sch,Dekalb,50.60,61.1,,,41.965851,-88.751952
340491260170002,New Tech High - Zion-Benton East,Zion,50.60,,52.4,19.1,42.454037,-87.832099
11012003C262005,Martinsville Elem School,Martinsville,50.60,57.4,,,39.338903,-87.881367
350501250022002,Lincoln Elem School,Oglesby,50.70,40.1,,,41.305278,-89.070479
490810410252016,Ridgewood Elem School,Rock Island,50.70,45.9,,,41.424418,-90.585991
100680030262003,Beckemeyer Elem School,Hillsboro,50.80,59.9,,,39.151438,-89.501323
120400010262002,Newton Elem School,Newton,50.80,66.1,,,38.986359,-88.161026
220850050262002,Webster Elem School,Rushville,50.80,61.1,,,40.122927,-90.56508
400070420260001,Brussels High School,Brussels,50.80,45.2,62.5,21.4,38.947464,-90.587833
431020060262003,Fieldcrest Middle Sch/Elem - East,Wenona,50.80,58.9,,,41.057112,-89.050477
450791340042001,Prairie Du Rocher Elem School,Prairie Du Rocher,50.80,50.9,,,38.079614,-90.094466
390740050262001,Bement Elementary School,Bement,50.90,39.7,,,39.921943,-88.568628
170534290041001,Pontiac Jr High School,Pontiac,51.00,60.7,,,40.882956,-88.617563
170640050262013,Parkside Elementary School,Normal,51.00,63.3,,,40.509737,-89.025506
210280910042001,Akin Comm Cons Elem School,Akin,51.00,35.7,,,37.987086,-88.751027
240473080262005,Long Beach Elem School,Montgomery,51.00,61,,,41.711916,-88.32875
260621030262002,West Prairie South Elementary,Colchester,51.00,52.8,,,40.423584,-90.792041
11087003A262001,Herrick Elementary School,Herrick,51.00,57.9,,,39.221992,-88.984756
160194270262006,West Elem School,Sycamore,51.10,69.4,,,41.988096,-88.698125
320380090260001,Watseka Comm High School,Watseka,51.10,,47.2,19.4,40.77002,-87.729134
500821100041006,Grant Middle School,Fairview Heights,51.10,49.7,,,38.5914,-90.012026
110213010262002,North Ward Elementary School,Tuscola,51.20,67.4,,,39.802954,-88.273522
150162990252119,Canty Elem School,Chicago,51.20,77.7,,,41.947486,-87.829157
200961120042002,North Side Elem School,Fairfield,51.20,48.5,,,38.38677,-88.359759
300391860262010,Gen John A Logan Attendance Cntr,Murphysboro,51.20,56,,,37.769449,-89.296994
010010030262008,Central 3-4 Middle School,Golden,51.30,45.4,,,40.19445,-91.036815
220290030260001,Cuba Sr High School,Cuba,51.30,,45.2,18.6,40.48783,-90.190255
310450460222008,Timber Trails Elementary School,Hoffman Estates,51.30,62.3,,,42.056999,-88.21221
070162180160004,H L Richards High Sch(Campus),Oak Lawn,51.40,,42.6,19.2,41.699694,-87.759481
170640050262002,Sugar Creek Elem School,Normal,51.40,72.9,,,40.511912,-88.960643
200830010261001,Galatia Jr High,Galatia,51.40,47.9,,,37.841955,-88.605342
320460530022002,Shabbona Elem School,Bourbonnais,51.40,54.3,,,41.160271,-87.875414
150162990252366,Murray Language Academy Elem Schl,Chicago,51.50,69.3,,,41.798505,-87.59341
300733000262003,Duquoin  Elementary School,Du Quoin,51.50,57.4,,,38.001948,-89.220472
400560340261001,North Mac Middle School,Girard,51.50,60.9,,,39.442206984,-89.780671804
540920120261001,Jamaica Jr High School,Sidell,51.50,56.6,,,39.968069,-87.823646
110230950250002,Paris Cooperative High School 95,Paris,51.60,,56.1,18.9,39.60901,-87.69491
160194280261010,Huntley Middle School,Dekalb,51.60,51.1,,,41.921017,-88.74865
310450460222038,Willard Elem School,South Elgin,51.60,62.3,,,41.995005,-88.299856
030250200262003,Beecher City Grade School,Beecher City,51.70,65.1,,,39.172595,-88.800543
080083140260001,West Carroll High School,Savanna,51.70,,42.2,18.7,42.095773,-90.133342
170640190262002,Ridgeview Elementary School,Colfax,51.70,66.8,,,40.562856,-88.612879
110703000262001,Sullivan Elem School,Sullivan,51.80,69.8,,,39.606788,-88.611251
250411140042001,Bluford Elem School,Bluford,51.80,67.9,,,38.324657,-88.742949
440630360022001,Harrison Elem School,Wonder Lake,51.80,58.1,,,42.385647,-88.329818
460090640262001,Virginia Elem School,Virginia,51.80,67.9,,,39.946855,-90.216769
510841860252040,Wilcox Elem School,Springfield,51.80,52.4,,,39.828397,-89.615136
050160150042005,Kimball Hill Elem School,Rolling Meadows,51.90,58.4,,,42.080312,-88.014992
400560080262003,Wolf Ridge Elementary,Bunker Hill,51.90,46.8,,,39.03776,-89.954276
440631650031001,Marengo Comm Middle School,Marengo,51.90,58.9,,,42.244536,-88.597768
040041000262009,Meehan Elementary School,Belvidere,52.00,60.1,,,42.247886,-88.824573
070161300022012,Nathan Hale Primary School,Crestwood,52.00,40.6,,,41.647019,-87.750495
330482050262018,Gale School,Galesburg,52.00,68,,,40.966033,-90.390661
330482170260001,Abingdon High School,Abingdon,52.00,,37.5,18.4,40.801514,-90.405416
350500020262002,Harding Grade School,Earlville,52.00,65,,,41.515073,-88.847287
450791400260001,Sparta High School,Sparta,52.00,,36.7,18.7,38.131514,-89.705418
050160680022004,Jane Stenson School,Skokie,52.10,61.7,,,42.048071,-87.759068
400560020262005,Northwestern Elem School,Palmyra,52.10,50,,,39.424467,-89.995912
240470880260001,Plano High School,Plano,52.20,,44,18.8,41.665781,-88.550241
300391650160001,Carbondale Comm H S,Carbondale,52.20,,57.1,20.6,37.726841,-89.188846
540920120262002,Jamaica Elementary School,Sidell,52.20,62,,,39.968069,-87.823646
070161230022003,J Covington Elem School,Oak Lawn,52.30,58,,,41.72578,-87.752182
150162990250851,Chicago HS for the Arts,Chicago,52.30,,54.5,20.1,41.831171767,-87.613417864
200960140042001,Geff Elem School,Geff,52.30,53.5,,,38.44164,-88.402899
530900860022003,Glendale Elem School,East Peoria,52.30,56.8,,,40.661869,-89.55223
210281150042001,Ewing-Northern Elem School,Ewing,52.40,65.8,,,38.089336,-88.852891
310450460222019,Hanover Countryside Elem School,Streamwood,52.40,60.7,,,42.030888,-88.180129
500820400260001,Marissa Jr & Sr High School,Marissa,52.40,51.1,35.2,18.9,38.257736,-89.754206
500821810022001,Signal Hill Elem School,Belleville,52.40,61.2,,,38.574925,-90.066048
250412010170001,Mount Vernon High School,Mount Vernon,52.50,,46.3,19,38.315808,-88.899121
310451290222005,Freeman Elem School,Aurora,52.50,55.4,,,41.759077,-88.349637
350500090262001,Earlville Elem School,Earlville,52.50,57.7,,,41.584485,-88.924524
380540270021001,Lincoln Jr High School,Lincoln,52.50,49.3,,,40.149896,-89.36712
400560090262004,Medora Elem School,Medora,52.50,78,,,39.174001,-90.144833
070161080022001,Willow Springs Elem School,Willow Springs,52.60,54,,,41.738629,-87.865115
170640870250001,Bloomington High School,Bloomington,52.60,,50.9,18.9,40.485033,-88.973254
190220930042007,Elsie C Johnson Elem Sch,Hanover Park,52.60,58.6,,,41.943269,-88.142276
280372300262001,Wethersfield Elem School,Kewanee,52.60,50.8,,,41.227523,-89.924561
400560340262002,Virden Elementary School,Virden,52.60,60.8,,,39.50658,-89.768106
490810340021001,Northeast Jr High School,East Moline,52.60,38,,,41.53130067,-90.390032843
490810400221003,John Deere Middle School,Moline,52.60,48.7,,,41.491618,-90.521465
560990860052020,Taft Elementary School,Joliet,52.60,61.4,,,41.54417,-88.11665
56099088A021001,Richland Jr High,Crest Hill,52.60,54.3,,,41.566065,-88.129318
120130350262001,Xenia Grade School,Xenia,52.70,80.6,,,38.639506,-88.635037
150162990252967,STEM Magnet Academy ES,Chicago,52.70,82.7,,,41.868593248,-87.664376057
220290010262001,Astoria Elem School,Astoria,52.70,39.8,,,40.228595,-90.352674
300391760261001,Trico Jr High School,Campbell Hill,52.70,45.2,,,37.947606,-89.563932
440630500260001,Harvard High School,Harvard,52.70,,34.5,18.2,42.427543,-88.611068
530901080022015,Washington Intermediate School,Pekin,52.70,56,,,40.564913,-89.64573
400560060262002,A R Graiff Elem School,Livingston,52.80,58.7,,,38.973049,-89.764365
410570010260001,Roxana Sr High School,Roxana,52.80,,37.3,18,38.850567,-90.075716
030262010261001,Brownstown Jr High School,Brownstown,52.90,52.9,,,38.992289,-88.955878
050160680021002,Old Orchard Jr High School,Skokie,52.90,67.1,,,42.049973,-87.742117
070161600022003,Zenon J Sykuta  School,Country Club Hill,52.90,39.7,,,41.563035,-87.722233
110230030262002,Kansas Elem School,Kansas,52.90,46.3,,,39.550998,-87.939495
220290660251002,Ingersoll Middle School,Canton,52.90,56.1,,,40.560753,-90.00773
280061150022004,Lincoln Elem School,Princeton,52.90,65.6,,,41.370823,-89.460118
060164010262004,John Mills Elem School,Elmwood Park,53.00,53.4,,,41.931446,-87.817797
560992040170003,Joliet West High School,Joliet,53.00,,40.8,18.8,41.52992,-88.124988
200300070262001,Gallatin Elementary School,Junction,53.10,53,,,37.730535,-88.239489
410570100262014,John A Renfro Elementary School,Collinsville,53.10,54.1,,,38.695988,-89.973294
050160590042016,Juliette Low Elem School,Arlington Heights,53.20,60,,,42.055584,-87.986459
050160650042004,Dawes Elementary School,Evanston,53.20,63.2,,,42.025015,-87.699534
200760010260001,Pope Co High School,Golconda,53.20,,46.6,18.7,37.366006,-88.513494
280060990042002,John F Kennedy Elem School,Spring Valley,53.20,47.3,,,41.33152,-89.206736
020440320032003,New Simpson Hill Dist 32,Tunnel Hill,53.30,54.1,,,37.53368,-88.927535
200970010262002,Wells Elementary School,Grayville,53.30,54.3,,,38.257724,-88.004023
540920040260004,Georgetown-Ridge Farm High School,Georgetown,53.30,,27.9,17.8,39.973267,-87.638319
100680020262005,Raymond Grade School,Raymond,53.40,52.3,,,39.324999,-89.571794
431020210262003,Lowpoint-Washburn Elem School,Washburn,53.40,60.1,,,40.924035,-89.294915
11087003A260001,Cowden-Herrick High School,Cowden,53.40,,25,18.4,39.242856,-88.862949
070161260022004,Stony Creek Elem School,Alsip,53.50,52.3,,,41.680342,-87.728214
090100040262008,Carrie Busey Elem School,Champaign,53.50,51,,,40.057620035,-88.2426411
150162990252108,Burr Elem School,Chicago,53.50,56.8,,,41.912441,-87.668491
440630470042003,Coventry Elem School,Crystal Lake,53.50,59.8,,,42.217431,-88.327919
010750120261001,Western Jr High School,Kinderhook,53.60,45.7,,,39.703167,-91.148013
110213050262004,Lovington Grade School,Lovington,53.60,52.2,,,39.713790512,-88.627820403
340490370022003,Gavin Central School,Ingleside,53.60,63.7,,,42.39511,-88.141112
340491260170001,Zion-Benton Twnshp Hi Sch,Zion,53.60,,36.5,17.8,42.456605,-87.864454
470712310041002,Rochelle Middle School,Rochelle,53.60,51.7,,,41.93047,-89.062371
51084186025201C,Springfield Ball Charter School,Springfield,53.60,51.3,,,39.779868,-89.618074
120510200261007,Parkview Jr High School,Lawrenceville,53.70,45.4,,,38.721374,-87.691966
410570090260001,Granite City High School,Granite City,53.70,,35.1,18.4,38.71705,-90.124521
490810410252021,RICMS,Rock Island,53.70,52.9,,,41.490200074,-90.573782112
200970050262007,Crossville Attendance Center,Crossville,53.80,52.8,,,38.088598249,-88.162398485
260621850262004,Lincoln Elem School,Macomb,53.80,65.9,,,40.46115,-90.656314
070161110021001,Liberty Junior High School,Burbank,53.90,50.6,,,41.745002,-87.768342
310450460222056,Otter Creek Elem School,Elgin,53.90,55.3,,,41.995851,-88.338634
490810410251005,Washington Jr High School,Rock Island,53.90,46.9,,,41.492847,-90.553013
050160690022001,Thomas Edison Elem School,Morton Grove,54.00,61.4,,,42.030063,-87.764525
280063400261001,Bureau Valley South,Buda,54.00,57.8,,,41.329165,-89.680937
020910170220001,Cobden High School,Cobden,54.10,,51.8,18.2,37.536144,-89.255402
090100040262021,Westview Elem School,Champaign,54.10,60.3,,,40.108917,-88.267258
130580070042001,Iuka Comm Cons School,Iuka,54.10,64,,,38.613224,-88.790329
170534290042005,Washington Elem School,Pontiac,54.10,54.4,,,40.881182,-88.617586
260343470041001,La Harpe Junior High School,La Harpe,54.10,39.2,,,40.583505,-90.972998
260621030262001,West Prairie North Elementary,Good Hope,54.10,58.1,,,40.55762,-90.672288
340490030042005,Newport Elem School,Wadsworth,54.10,57.7,,,42.460105,-87.937377
490810300170001,United Twp High School,East Moline,54.20,,38.5,18.3,41.49034,-90.433
050160590041016,Friendship Jr High School,Des Plaines,54.30,60.6,,,42.026805,-87.934458
050160620042005,Forest Elem School,Des Plaines,54.30,60.9,,,42.027538,-87.90645
070161220022001,Columbus Manor Elem School,Oak Lawn,54.30,72,,,41.715977,-87.767514
100680120261002,Litchfield Middle School,Litchfield,54.30,49.2,,,39.188988,-89.655234
170640050262005,Fairview Elem School,Normal,54.30,50.8,,,40.524806,-88.993707
410570100262013,Jefferson Elem School,Collinsville,54.30,66.7,,,38.660649,-90.004515
56099365U262015,Kenneth L Hermansen Elementary,Romeoville,54.30,58.2,,,41.62392,-88.136974
070161260022002,Lane Elem School,Alsip,54.40,56.6,,,41.669172,-87.73348
120510200262007,Parkside Elementary School,Lawrenceville,54.40,52.4,,,38.721291,-87.693237
320380100260001,Iroquois West High School,Gilman,54.40,,51.3,19.1,40.768505,-87.986643
510840140262003,Riverton Elem School,Riverton,54.40,58.2,,,39.846497,-89.539502
11012004C261001,Casey-Westfield Jr High,Casey,54.50,66.3,,,39.30105,-87.987413
050160150042013,Gray M Sanborn Elem School,Palatine,54.60,56.9,,,42.1116,-88.038807
380540270022007,Washington-Monroe Elem School,Lincoln,54.60,55.6,,,40.14549,-89.358431
440630470042001,Canterbury Elem School,Crystal Lake,54.70,62.6,,,42.216145,-88.31978
190220930042001,Carol Stream Elem School,Carol Stream,54.80,58.7,,,41.912236,-88.132352
200930170242001,Allendale Elementary School,Allendale,54.80,65.3,,,38.526728,-87.709851
350501410022006,Lincoln Elem School,Ottawa,54.80,62.1,,,41.345602,-88.855446
400310010262001,Carrollton Grade School,Carrollton,54.80,62.6,,,39.297055,-90.406125
530900860022005,Lincoln Elem School,East Peoria,54.80,58.1,,,40.654846,-89.568909
080083140261001,West Carroll Middle School,Mount Carroll,54.90,52.6,,,42.091018,-89.968046
310451290221006,Herget Middle School,Aurora,54.90,49.1,,,41.78078,-88.385466
460050010262002,Brown County Elementary School,Mount Sterling,54.90,57.5,,,39.990514,-90.765483
200830040260001,Eldorado High School,Eldorado,55.00,,32.8,16.2,37.819863,-88.436166
480720630022002,Norwood Primary School,Peoria,55.00,68.7,,,40.687774,-89.678071
56099201U262006,Monee Elementary School,Monee,55.00,54.6,,,41.422869,-87.728391
380540880022005,New Holland-Middletown Elem Sch,Middletown,55.10,52.9,,,40.099597,-89.582715
390740570262002,Deland-Weldon Elem School,Weldon,55.10,67.2,,,40.129163,-88.688033
390550610252032,Johns Hill Magnet School,Decatur,55.20,62.7,,,39.838705,-88.943144
11012004C262003,Monroe Elem School,Casey,55.20,61.9,,,39.294892,-87.990397
56099365U261005,Jane Addams Middle School,Bolingbrook,55.30,56.8,,,41.69014,-88.104462
020440640022001,Cypress Elem School,Cypress,55.40,73.5,,,37.371622,-89.020994
190220680022003,Meadowview Elem School,Woodridge,55.40,75,,,41.767813,-88.048254
240470880262003,Centennial Elem School,Plano,55.40,50.3,,,41.656242,-88.536964
260343370260001,Southeastern Jr/Sr High School,Augusta,55.40,59,47.2,19.3,40.228804,-90.951636
410570080262009,Parkside Primary School,Bethalto,55.40,46.3,,,38.913834,-90.033816
510841860252022,Laketown Elem School,Springfield,55.40,65.4,,,39.753115,-89.627409
150162990252510,Pritzker Elem School,Chicago,55.50,68.8,,,41.907127,-87.677612
190220160021004,Glenside Middle School,Glendale Heights,55.50,59.4,,,41.916274,-88.081431
200961000262005,Wayne City Attendance Center,Wayne City,55.50,61.4,,,38.34543,-88.588079
240470880261001,Plano Middle School,Plano,55.50,56.1,,,41.655937,-88.532166
041011220221005,Harlem Middle School,Loves Park,55.60,45.5,,,42.325002,-89.05301
150162990252078,Beaubien Elem School,Chicago,55.60,72.3,,,41.9723,-87.757618
240470880262004,Emily G Johns School,Plano,55.60,56.8,,,41.6578,-88.5028
250330100262004,East Side Elementary School,Mc Leansboro,55.60,59,,,38.089459581,-88.52981954
550980030262005,Tampico Elem School,Tampico,55.60,72.2,,,41.632263,-89.788677
040041000262005,Lincoln Elem School,Belvidere,55.70,55.4,,,42.275986,-88.831751
150162990250047,Lincoln Park High School,Chicago,55.70,,70.9,22.4,41.91953,-87.645532
220290010261001,Astoria Junior High School,Astoria,55.70,37.1,,,40.228595,-90.352674
150162990252451,Sheridan Math & Science Acad ES,Chicago,55.80,84.4,,,41.844493,-87.640484
190220680022006,John L Sipley Elem School,Woodridge,55.80,50.7,,,41.735726,-88.050258
410570090261004,Grigsby Middle School,Granite City,55.80,48.3,,,38.730283,-90.082802
550983010170001,Rock Falls Township High School,Rock Falls,55.80,,53,19.1,41.780463,-89.706151
030250100262002,Altamont Grade School,Altamont,55.90,63,,,39.055841,-88.745734
050160630021003,Gemini Jr High School,Niles,55.90,63.5,,,42.042817,-87.840408
100110080261005,Pana Jr High School,Pana,55.90,62.8,,,39.382497,-89.088775
130581000261001,Patoka Jr High School,Patoka,55.90,37.1,,,38.765063,-89.085676
340490760021003,West Oak Middle School,Mundelein,55.90,53.8,,,42.242429,-88.013802
07016901025001C,Southland College Prep,Richton Park,55.90,,47,,41.484220865,-87.727517465
030030020262005,Sorento Elem School,Sorento,56.00,72.7,,,38.995834,-89.573316
050160680022001,Devonshire Elem School,Skokie,56.00,68.8,,,42.044966,-87.737286
060160840021002,Hester Jr High School,Franklin Park,56.00,58.4,,,41.930362,-87.866525
060160855022001,River Grove Elem School,River Grove,56.00,61,,,41.927327,-87.836997
110150020261003,Mattoon Middle School,Mattoon,56.00,53.6,,,39.471088,-88.36426
400070400262001,Calhoun Elementary/ Jr High Sch,Hardin,56.00,67.4,,,39.174523,-90.62233
540920110260005,Hoopeston Area High School,Hoopeston,56.00,,42.9,18.7,40.45917,-87.663308
030262030261002,Vandalia Junior High School,Vandalia,56.10,47.3,,,38.974829,-89.102144
090101160222012,Yankee Ridge Elem School,Urbana,56.10,57.9,,,40.090611,-88.199494
110150050262001,Lake Crest Elem School,Oakland,56.10,46.9,,,39.657643,-88.021584
090100040261003,Edison Middle School,Champaign,56.20,54,,,40.110187,-88.246943
150162990252416,Ravenswood Elem School,Chicago,56.20,56.3,,,41.960369,-87.67082
270943040262002,United Elem Sch - West,Monmouth,56.20,62.3,,,40.942597,-90.747438
310451290220001,West Aurora High School,Aurora,56.20,,44.2,19.3,41.763727,-88.343114
410570100262024,Dorris Intermediate Sch,Collinsville,56.20,62.8,,,38.693151,-89.97053
010750100262010,Pikeland Community School,Pittsfield,56.30,56.4,,,39.599851,-90.800414
300391400042001,Unity Point Elem School,Carbondale,56.30,69.2,,,37.670907,-89.231625
390740390262003,Atwood-Hammond Elem School,Atwood,56.30,64.4,,,39.806433,-88.464151
390740570261001,Deland-Weldon Middle School,Weldon,56.30,75,,,40.129163,-88.688033
500821180021013,West Jr High School,Belleville,56.30,58.1,,,38.545834,-90.011135
530900500022002,Beverly Manor Elementary School,Washington,56.30,43.9,,,40.693749,-89.474082
010750030262001,Pleasant Hill Elem School,Pleasant Hill,56.40,46.3,,,39.441754,-90.868829
040041000261002,Belvidere South Middle School,Belvidere,56.40,50.9,,,42.24784,-88.828628
150162990252468,Stone Scholastic Academy ES,Chicago,56.40,76.3,,,41.994873,-87.684862
210281960260001,Sesser-Valier High School,Sesser,56.40,,43.9,17.4,38.081849,-89.075708
500821180021012,Central Jr High School,Belleville,56.40,58.1,,,38.490452,-89.974875
030250400262004,Edgewood Grade School,Edgewood,56.50,41.7,,,38.925505,-88.664048
030262020261001,St Elmo Jr High School,Saint Elmo,56.60,52,,,39.035183,-88.851491
150162990252955,LaSalle II Lang Acad Elem School,Chicago,56.60,67.8,,,41.902574727,-87.673666853
500821040021001,Joseph Arthur Middle School,O Fallon,56.60,57.5,,,38.589646,-89.957008
550980050261006,Challand Middle School,Sterling,56.60,55.7,,,41.803015,-89.688972
120800020262002,West Richland Elementary School,Noble,56.70,44.8,,,38.693886,-88.222505
200830040262004,Eldorado Elem School,Eldorado,56.70,41.9,,,37.827071,-88.436385
460690110262003,Meredosia-Chambersburg Elem Sch,Meredosia,56.70,47.9,,,39.83157,-90.554731
070161275021001,Elden D Finley Jr High School,Chicago Ridge,56.80,47.6,,,41.694866,-87.773946
200830030261002,Harrisburg Middle School,Harrisburg,56.80,46,,,37.713874,-88.566855
310450460222017,Glenbrook Elem School,Streamwood,56.80,61.8,,,42.03777,-88.160613
010750040262001,Griggsville-Perry Primary School,Griggsville,56.90,46.3,,,39.707157,-90.725231
210280470041002,Benton Grade Sch 5-8,Benton,56.90,50.5,,,37.99023,-88.908122
210281880260001,Zeigler-Royalton High School,Zeigler,56.90,,36.3,18.5,37.932996,-89.059656
220291760262003,Avon Grade School,Avon,56.90,42.8,,,40.664226,-90.431034
280371900022001,Colona Grade School,Colona,56.90,44.8,,,41.47331,-90.358109
280372240262004,Galva Elem School,Galva,56.90,51.7,,,41.174679,-90.044792
510841860250003,Springfield Southeast High Sch,Springfield,56.90,,34.3,17.6,39.779768,-89.620342
150162990250846,Community Services West HS,Chicago,57.10,,2.8,12.8,41.865466,-87.725105
440631650032002,Locust Elem School,Marengo,57.10,62.7,,,42.242605,-88.599712
070161940022002,Eastview Elem School,Steger,57.20,48.8,,,41.469626,-87.626846
120130350261001,Floyd Henson Jr High Sch,Flora,57.20,55.4,,,38.678283,-88.470355
330482170261002,Abingdon Middle School,Abingdon,57.20,46.1,,,40.801514,-90.405416
550980030261004,Tampico Middle School,Tampico,57.30,64.8,,,41.676699209,-89.938266611
010750120262001,Western Barry Elem,Barry,57.50,40.1,,,39.697157,-91.044896
020910660220001,Dongola High School,Dongola,57.50,,21.4,17,37.366262,-89.163705
120800010261002,East Richland Middle School,Olney,57.50,58.7,,,38.741881,-88.066631
220290030262003,Cuba Elem School,Cuba,57.50,50,,,40.490808,-90.19176
530901080022009,L E Starke Elem School,Pekin,57.50,72.3,,,40.583433,-89.62155
041011220222008,Rock Cut Elem School,Loves Park,57.60,44.8,,,42.335393,-89.019475
070161620022009,Illinois School,Park Forest,57.60,55.9,,,41.502231,-87.678867
080891450220001,Freeport High School,Freeport,57.60,,46.5,19.2,42.289358,-89.62892
190220880160001,Addison Trail High School,Addison,57.60,,48.8,19,41.930355,-88.022392
200962000262003,Johnsonville Elem School,Johnsonville,57.60,71.2,,,38.521928936,-88.530003499
500821190021001,Belle Valley School South,Belleville,57.60,51.6,,,38.4957208,-89.935308205
56099365U260007,Bolingbrook High School,Bolingbrook,57.60,,46.9,19.2,41.687962,-88.089419
060162120160002,West Leyden High School,Northlake,57.70,,35,18.4,41.924904,-87.903992
380601260262002,New Central Elem School,Havana,57.70,62.5,,,40.301399,-90.059349
540920020261003,Westville Jr High School,Westville,57.70,38,,,40.047091,-87.635276
020610010261001,Massac Jr High School,Metropolis,57.80,62.8,,,37.1824,-88.719996
070162280160003,Hillcrest High School,Country Club Hill,57.80,,18.4,16.6,41.573194,-87.713671
120130350262005,Lincoln School,Flora,57.80,65.6,,,38.664485,-88.525822
320380100262004,Iroquois West Elem Sch/Thawville,Thawville,57.80,56.7,,,40.676855,-88.114759
150162990252112,Byrne Elem School,Chicago,57.90,62.7,,,41.795383,-87.791553
050160630022006,V H Nelson Elem School,Niles,58.00,56.3,,,42.041969,-87.820953
190220450021007,Jefferson Middle School,Villa Park,58.00,49.8,,,41.897913,-87.986711
450791400262002,Sparta-Lincoln Middle School,Sparta,58.00,40.4,,,38.133864,-89.703505
090100040261005,Jefferson Middle School,Champaign,58.10,55.6,,,40.103213,-88.281299
130581000260002,Patoka Sr High School,Patoka,58.10,,31,18.9,38.765063,-89.085676
320460010260003,Momence High School,Momence,58.10,,44.4,17.7,41.160398,-87.670514
150162990250027,Lane Technical High School,Chicago,58.20,99.8,94.8,24.3,41.946693,-87.694142
410570110262015,Lewis & Clark Elem School,Godfrey,58.20,52,,,38.96701,-90.18088
490810400222022,George Washington Elem School,Moline,58.20,56.1,,,41.497218,-90.479188
030262020260002,St Elmo Sr High School,Saint Elmo,58.30,,37.5,18.8,39.035183,-88.851491
050160590042019,Salt Creek Elem School,Elk Grove Village,58.30,54.3,,,42.00302,-87.999648
190220450022011,Schafer Elem School,Lombard,58.30,53.3,,,41.897169,-87.999658
200970050262005,Jefferson Attendance Center,Carmi,58.30,52.6,,,38.095827,-88.166097
050160690021003,Lincoln Jr High School,Skokie,58.40,57.1,,,42.023543,-87.754231
070161220022004,George W Lieb Elem School,Bridgeview,58.40,77,,,41.7266,-87.791632
210281880261001,Zeigler-Royalton Jr High School,Zeigler,58.40,42.1,,,37.933125,-89.059652
270362350262001,West Central Elementary School,Biggsville,58.40,66.6,,,40.849394,-90.900655
330482050261021,Churchill Jr High School,Galesburg,58.40,58.5,,,40.958019,-90.378622
530901370022001,South Pekin Elem School,South Pekin,58.40,36.5,,,40.494626,-89.650369
110230950252006,Carolyn Wenz Elem School,Paris,58.50,66.1,,,39.610044,-87.701381
