RCDTS,School,City,demSCHOOLlow,ISAT13,PSAE13,ACT13,LATITUDE,LONGITUDE
130582000170001,Centralia High School,Centralia,58.50,,48.6,18.2,38.517893,-89.100876
150162990252158,Dever Elem School,Chicago,58.50,64.2,,,41.942155,-87.813006
170530080262001,Chenoa Elem School,Chenoa,58.50,74.6,,,40.737841,-88.718435
320380100261001,Iroquois West Middle School,Onarga,58.50,59.3,,,40.717802,-88.009885
330482050260023,Galesburg High School,Galesburg,58.50,,46,18.9,40.962362,-90.388578
330482170262003,Hedding Grade School,Abingdon,58.50,68.4,,,40.805302,-90.402958
400421000262007,Jerseyville East Elem School,Jerseyville,58.50,66.6,,,39.129816537,-90.32524577
460860020261001,Bluffs Junior High School,Bluffs,58.50,51.3,,,39.753671,-90.535215
070161220022003,Harnew Elem School,Oak Lawn,58.60,65,,,41.726867,-87.772791
070161590022006,Marya Yates Elementary School,Matteson,58.60,51.9,,,41.522322,-87.764853
070161275022003,Ridge Central Elem School,Chicago Ridge,58.70,46.7,,,41.695885,-87.771708
100680020262003,Farmersville Elem School,Farmersville,58.70,60.6,,,39.440363,-89.64866
150162990250043,Taft High School,Chicago,58.70,97.7,45.7,18.7,41.982861,-87.790956
150162990252358,Inter-American Magnet  Elem Schoo,Chicago,58.70,58.9,,,41.949089,-87.650932
190220330022001,Gary Elementary School,West Chicago,58.70,34.4,,,41.871022,-88.203888
270362350261001,West Central Middle School,Stronghurst,58.70,48.9,,,40.741902,-90.908134
500821750021001,Emge Junior High School,Belleville,58.70,47.4,,,38.550211,-90.057001
160194280262014,Founders Elementary School,Dekalb,58.80,53.6,,,41.920684004,-88.748716059
380601910262003,Midwest Central Primary School,Manito,58.80,49.5,,,40.416638,-89.774787
490810400222007,Butterworth Elem School,Moline,58.80,58.7,,,41.469752,-90.471148
150162990252371,Newberry Math & Science Acad ES,Chicago,58.90,68.2,,,41.914305,-87.646233
170640870251002,Bloomington Jr High School,Bloomington,58.90,55.3,,,40.487228,-88.977732
410570080262007,Meadowbrook Intermediate Sch,Moro,59.00,54.5,,,38.907431,-90.012035
56099365U260008,Romeoville High School,Romeoville,59.00,,41.8,19.2,41.641926,-88.080506
010011720222019,Baldwin Intermediate,Quincy,59.10,49.9,,,39.931635,-91.367695
120510100262005,Bridgeport Grade School,Bridgeport,59.10,54,,,38.714028,-87.761084
150162990252167,Dore Elem School,Chicago,59.10,68.9,,,41.781037,-87.787454
210280990260001,Christopher High,Christopher,59.10,,42.5,16.5,37.978056,-89.063001
260343470042005,La Harpe Elementary School,La Harpe,59.10,63.7,,,40.583505,-90.972998
020910660222001,Dongola Elementary School,Dongola,59.20,36.5,,,37.366262,-89.163705
070161230022007,Hometown Elem School,Hometown,59.20,59.2,,,41.730592,-87.730384
090101930170001,Rantoul Twp High School,Rantoul,59.20,,37.7,17.7,40.309406,-88.150606
150162990252410,Prescott Elem School,Chicago,59.20,63.9,,,41.928787,-87.6695
160194280262009,Cortland Elementary School,Cortland,59.20,55.9,,,41.918876,-88.687272
300390860032001,DeSoto Elementary School,De Soto,59.20,44.7,,,37.819141,-89.224968
050160210042007,Joyce Kilmer Elem School,Buffalo Grove,59.30,53,,,42.141794,-87.965178
130580020032001,Kell Grade School,Kell,59.30,59,,,38.491379,-88.90358
350502890041002,Northbrook School,Mendota,59.30,48.1,,,41.559789,-89.118262
480723250262005,Peoria Heights Grade School,Peoria Heights,59.30,52.2,,,40.746275,-89.586736
041012050252020,Cherry Valley Elem School,Cherry Valley,59.40,52.8,,,42.234794,-88.948867
070161600022004,Meadowview  School,Country Club Hill,59.40,43.6,,,41.565399,-87.730928
190222050262003,Conrad Fischer Elem School,Elmhurst,59.40,58.4,,,41.924501,-87.933693
320460610021001,Bradley Central Middle School,Bradley,59.40,42.3,,,41.144627,-87.865906
030262040260002,Ramsey High School,Ramsey,59.50,,46.2,17.7,39.141240443,-89.113529415
070161220021005,Simmons Middle School,Oak Lawn,59.50,56.2,,,41.719693,-87.780874
020440550022001,Vienna Elem School Dist 55,Vienna,59.60,66.5,,,37.417064,-88.894743
020910170222002,Cobden Elem School,Cobden,59.60,51.7,,,37.536144,-89.255402
190220450022010,North Elem School,Villa Park,59.60,54.3,,,41.901031,-87.982886
270664040262002,New Boston Elem School,New Boston,59.60,53.9,,,41.167352,-90.998668
200760010262002,Pope County Elementary School,Golconda,59.70,47.2,,,37.36494,-88.513426
260621700262003,Bushnell-Prairie City Elem Sch,Bushnell,59.70,49.2,,,40.556135,-90.501393
300391960261002,Elverado Junior High School,Vergennes,59.70,43.8,,,37.907113,-89.346373
110230010260001,Shiloh High School,Hume,59.80,48.6,58.9,18.7,39.790872,-87.860114
340490760022003,Diamond Lake Elem School,Mundelein,59.80,44.4,,,42.237097,-88.00426
410570110262030,North Elementary School,Godfrey,59.80,50.7,,,38.948422,-90.192942
070161110022002,Richard Byrd Elementary School,Burbank,59.90,49.4,,,41.742469,-87.745953
120510100262008,Sumner Attendance Center,Sumner,59.90,69.2,,,38.714531,-87.861729
130950150042001,Ashley Com Consolidated School,Ashley,59.90,56.4,,,38.331952,-89.186639
200933480262005,North Intermediate Ctr of Educ,Mount Carmel,59.90,57.5,,,38.419104,-87.77035
300391960260001,Elverado High School,Elkville,59.90,,43.1,19.9,37.904596,-89.233108
490810410250001,Rock Island High School,Rock Island,59.90,,32,17.7,41.486291,-90.577124
