ZipCode,FY11Total,FY13Total,Chge11num,PChg2011,Chg2011,PChg2011
61849,"$251,291 ","$355,530 ",104239,41.5,"$104,239.00",41.50%
61920,"$1,826,175 ","$2,584,424 ",758249,41.5,"$758,249.00",41.50%
62549,"$859,136 ","$1,215,540 ",356404,41.5,"$356,404.00",41.50%
62951,"$557,616 ","$789,512 ",231896,41.6,"$231,896.00",41.60%
62674,"$76,336 ","$108,087 ",31751,41.6,"$31,751.00",41.60%
60921,"$198,474 ","$281,031 ",82557,41.6,"$82,557.00",41.60%
62692,"$230,957 ","$327,330 ",96373,41.7,"$96,373.00",41.70%
62025,"$2,952,782 ","$4,185,952 ",1233170,41.8,"$1,233,170.00",41.80%
62410,"$84,213 ","$119,445 ",35232,41.8,"$35,232.00",41.80%
61350,"$5,015,782 ","$7,116,640 ",2100858,41.9,"$2,100,858.00",41.90%
62992,"$154,344 ","$219,037 ",64693,41.9,"$64,693.00",41.90%
60416,"$2,220,637 ","$3,150,749 ",930112,41.9,"$930,112.00",41.90%
62693,"$410,028 ","$582,530 ",172502,42.1,"$172,502.00",42.10%
61761,"$4,112,845 ","$5,854,384 ",1741539,42.3,"$1,741,539.00",42.30%
62682,"$82,771 ","$117,902 ",35131,42.4,"$35,131.00",42.40%
60563,"$4,058,251 ","$5,791,361 ",1733110,42.7,"$1,733,110.00",42.70%
62088,"$759,847 ","$1,083,943 ",324096,42.7,"$324,096.00",42.70%
60070,"$3,476,045 ","$4,961,404 ",1485359,42.7,"$1,485,359.00",42.70%
61537,"$332,372 ","$474,473 ",142101,42.8,"$142,101.00",42.80%
61088,"$810,747 ","$1,158,948 ",348201,42.9,"$348,201.00",42.90%
62902,"$543,320 ","$776,467 ",233147,42.9,"$233,147.00",42.90%
60073,"$8,586,792 ","$12,277,710 ",3690918,43,"$3,690,918.00",43.00%
61364,"$4,016,457 ","$5,747,658 ",1731201,43.1,"$1,731,201.00",43.10%
61818,"$165,568 ","$236,925 ",71357,43.1,"$71,357.00",43.10%
61362,"$1,494,275 ","$2,138,516 ",644241,43.1,"$644,241.00",43.10%
62294,"$1,693,595 ","$2,424,821 ",731226,43.2,"$731,226.00",43.20%
62254,"$875,080 ","$1,253,894 ",378814,43.3,"$378,814.00",43.30%
60448,"$4,809,482 ","$6,897,712 ",2088230,43.4,"$2,088,230.00",43.40%
60152,"$1,362,971 ","$1,955,060 ",592089,43.4,"$592,089.00",43.40%
61442,"$51,270 ","$73,499 ",22229,43.4,"$22,229.00",43.40%
60424,"$431,913 ","$619,296 ",187383,43.4,"$187,383.00",43.40%
60178,"$3,610,558 ","$5,179,831 ",1569273,43.5,"$1,569,273.00",43.50%
62411,"$444,582 ","$638,363 ",193781,43.6,"$193,781.00",43.60%
61570,"$134,409 ","$192,991 ",58582,43.6,"$58,582.00",43.60%
60443,"$3,926,611 ","$5,640,822 ",1714211,43.7,"$1,714,211.00",43.70%
62838,"$209,240 ","$301,072 ",91832,43.9,"$91,832.00",43.90%
61517,"$185,327 ","$266,731 ",81404,43.9,"$81,404.00",43.90%
61353,"$130,285 ","$187,746 ",57461,44.1,"$57,461.00",44.10%
61704,"$4,348,701 ","$6,274,031 ",1925330,44.3,"$1,925,330.00",44.30%
60083,"$2,461,460 ","$3,554,305 ",1092845,44.4,"$1,092,845.00",44.40%
60558,"$489,678 ","$707,561 ",217883,44.5,"$217,883.00",44.50%
60564,"$2,645,337 ","$3,828,381 ",1183044,44.7,"$1,183,044.00",44.70%
61360,"$728,575 ","$1,054,026 ",325451,44.7,"$325,451.00",44.70%
61325,"$174,219 ","$252,488 ",78269,44.9,"$78,269.00",44.90%
62898,"$164,806 ","$238,876 ",74070,44.9,"$74,070.00",44.90%
61748,"$129,570 ","$187,834 ",58264,45,"$58,264.00",45.00%
61087,"$256,520 ","$372,362 ",115842,45.2,"$115,842.00",45.20%
60958,"$111,411 ","$161,771 ",50360,45.2,"$50,360.00",45.20%
60480,"$1,381,520 ","$2,007,500 ",625980,45.3,"$625,980.00",45.30%
60531,"$88,731 ","$128,946 ",40215,45.3,"$40,215.00",45.30%
61024,"$371,070 ","$539,279 ",168209,45.3,"$168,209.00",45.30%
61723,"$213,081 ","$309,899 ",96818,45.4,"$96,818.00",45.40%
60173,"$2,867,970 ","$4,172,266 ",1304296,45.5,"$1,304,296.00",45.50%
62420,"$612,730 ","$891,452 ",278722,45.5,"$278,722.00",45.50%
61341,"$1,080,236 ","$1,573,253 ",493017,45.6,"$493,017.00",45.60%
62690,"$597,142 ","$869,895 ",272753,45.7,"$272,753.00",45.70%
61529,"$189,364 ","$275,960 ",86596,45.7,"$86,596.00",45.70%
61377,"$545,010 ","$794,038 ",249028,45.7,"$249,028.00",45.70%
61443,"$2,350,047 ","$3,426,905 ",1076858,45.8,"$1,076,858.00",45.80%
61856,"$675,354 ","$984,982 ",309628,45.8,"$309,628.00",45.80%
60544,"$2,967,832 ","$4,335,530 ",1367698,46.1,"$1,367,698.00",46.10%
60185,"$3,975,682 ","$5,817,850 ",1842168,46.3,"$1,842,168.00",46.30%
60510,"$3,116,301 ","$4,560,090 ",1443789,46.3,"$1,443,789.00",46.30%
60457,"$4,177,542 ","$6,130,024 ",1952482,46.7,"$1,952,482.00",46.70%
62052,"$1,695,812 ","$2,487,201 ",791389,46.7,"$791,389.00",46.70%
62870,"$145,033 ","$212,775 ",67742,46.7,"$67,742.00",46.70%
62881,"$1,759,543 ","$2,583,872 ",824329,46.8,"$824,329.00",46.80%
62896,"$1,309,674 ","$1,927,852 ",618178,47.2,"$618,178.00",47.20%
61520,"$2,504,112 ","$3,686,935 ",1182823,47.2,"$1,182,823.00",47.20%
60420,"$1,191,325 ","$1,755,222 ",563897,47.3,"$563,897.00",47.30%
61279,"$56,535 ","$83,259 ",26724,47.3,"$26,724.00",47.30%
60585,"$1,501,568 ","$2,213,815 ",712247,47.4,"$712,247.00",47.40%
60113,"$150,303 ","$221,769 ",71466,47.5,"$71,466.00",47.50%
60042,"$1,622,456 ","$2,392,362 ",769906,47.5,"$769,906.00",47.50%
62454,"$1,090,793 ","$1,609,910 ",519117,47.6,"$519,117.00",47.60%
61822,"$1,040,139 ","$1,534,999 ",494860,47.6,"$494,860.00",47.60%
60046,"$3,947,767 ","$5,836,356 ",1888589,47.8,"$1,888,589.00",47.80%
62278,"$724,020 ","$1,070,179 ",346159,47.8,"$346,159.00",47.80%
61348,"$590,852 ","$874,213 ",283361,48,"$283,361.00",48.00%
62918,"$787,298 ","$1,165,932 ",378634,48.1,"$378,634.00",48.10%
61273,"$190,598 ","$282,730 ",92132,48.3,"$92,132.00",48.30%
61847,"$219,706 ","$326,034 ",106328,48.4,"$106,328.00",48.40%
61943,"$106,726 ","$158,396 ",51670,48.4,"$51,670.00",48.40%
61084,"$529,369 ","$785,510 ",256141,48.4,"$256,141.00",48.40%
61528,"$135,936 ","$201,805 ",65869,48.5,"$65,869.00",48.50%
61438,"$86,969 ","$129,235 ",42266,48.6,"$42,266.00",48.60%
60305,"$2,888,558 ","$4,294,598 ",1406040,48.7,"$1,406,040.00",48.70%
62924,"$484,953 ","$721,965 ",237012,48.9,"$237,012.00",48.90%
61752,"$608,973 ","$906,647 ",297674,48.9,"$297,674.00",48.90%
61726,"$356,291 ","$530,950 ",174659,49,"$174,659.00",49.00%
61870,"$69,029 ","$103,017 ",33988,49.2,"$33,988.00",49.20%
61410,"$615,363 ","$923,351 ",307988,50,"$307,988.00",50.00%
61561,"$186,439 ","$279,637 ",93198,50,"$93,198.00",50.00%
60022,"$281,976 ","$422,851 ",140875,50,"$140,875.00",50.00%
61440,"$97,041 ","$145,835 ",48794,50.3,"$48,794.00",50.30%
61434,"$500,296 ","$752,255 ",251959,50.4,"$251,959.00",50.40%
61531,"$456,297 ","$686,585 ",230288,50.5,"$230,288.00",50.50%
60474,"$171,082 ","$258,665 ",87583,51.2,"$87,583.00",51.20%
61473,"$93,023 ","$140,684 ",47661,51.2,"$47,661.00",51.20%
62668,"$113,650 ","$172,126 ",58476,51.5,"$58,476.00",51.50%
62245,"$193,482 ","$293,388 ",99906,51.6,"$99,906.00",51.60%
61367,"$242,962 ","$368,611 ",125649,51.7,"$125,649.00",51.70%
61115,"$2,145,596 ","$3,257,729 ",1112133,51.8,"$1,112,133.00",51.80%
60069,"$664,281 ","$1,009,005 ",344724,51.9,"$344,724.00",51.90%
60465,"$3,714,076 ","$5,662,067 ",1947991,52.4,"$1,947,991.00",52.40%
62684,"$476,807 ","$726,969 ",250162,52.5,"$250,162.00",52.50%
61053,"$233,244 ","$355,846 ",122602,52.6,"$122,602.00",52.60%
61546,"$478,383 ","$729,971 ",251588,52.6,"$251,588.00",52.60%
62285,"$312,148 ","$478,677 ",166529,53.3,"$166,529.00",53.30%
60124,"$570,455 ","$876,800 ",306345,53.7,"$306,345.00",53.70%
61880,"$378,531 ","$581,935 ",203404,53.7,"$203,404.00",53.70%
61073,"$2,673,693 ","$4,111,034 ",1437341,53.8,"$1,437,341.00",53.80%
61873,"$412,233 ","$634,176 ",221943,53.8,"$221,943.00",53.80%
60521,"$2,522,291 ","$3,882,125 ",1359834,53.9,"$1,359,834.00",53.90%
61741,"$107,760 ","$166,071 ",58311,54.1,"$58,311.00",54.10%
61834,"$598,742 ","$923,539 ",324797,54.2,"$324,797.00",54.20%
62048,"$481,551 ","$744,220 ",262669,54.5,"$262,669.00",54.50%
62349,"$68,538 ","$105,942 ",37404,54.6,"$37,404.00",54.60%
61559,"$317,530 ","$491,231 ",173701,54.7,"$173,701.00",54.70%
62612,"$62,834 ","$97,350 ",34516,54.9,"$34,516.00",54.90%
60108,"$4,815,692 ","$7,462,704 ",2647012,55,"$2,647,012.00",55.00%
61433,"$92,457 ","$143,294 ",50837,55,"$50,837.00",55.00%
61942,"$133,916 ","$207,852 ",73936,55.2,"$73,936.00",55.20%
61263,"$117,353 ","$182,226 ",64873,55.3,"$64,873.00",55.30%
62903,"$332,566 ","$516,929 ",184363,55.4,"$184,363.00",55.40%
61776,"$98,869 ","$153,748 ",54879,55.5,"$54,879.00",55.50%
62916,"$41,513 ","$64,560 ",23047,55.5,"$23,047.00",55.50%
60045,"$918,772 ","$1,432,808 ",514036,55.9,"$514,036.00",55.90%
61728,"$165,579 ","$258,196 ",92617,55.9,"$92,617.00",55.90%
62922,"$72,730 ","$113,598 ",40868,56.2,"$40,868.00",56.20%
60090,"$2,845,687 ","$4,447,911 ",1602224,56.3,"$1,602,224.00",56.30%
60021,"$904,951 ","$1,415,326 ",510375,56.4,"$510,375.00",56.40%
61568,"$240,780 ","$377,616 ",136836,56.8,"$136,836.00",56.80%
61542,"$373,329 ","$585,991 ",212662,57,"$212,662.00",57.00%
60953,"$94,382 ","$148,144 ",53762,57,"$53,762.00",57.00%
61734,"$187,041 ","$293,748 ",106707,57.1,"$106,707.00",57.10%
61833,"$559,181 ","$880,910 ",321729,57.5,"$321,729.00",57.50%
61019,"$323,245 ","$509,128 ",185883,57.5,"$185,883.00",57.50%
62466,"$89,500 ","$141,045 ",51545,57.6,"$51,545.00",57.60%
62573,"$198,522 ","$312,914 ",114392,57.6,"$114,392.00",57.60%
62465,"$64,728 ","$102,138 ",37410,57.8,"$37,410.00",57.80%
61051,"$212,703 ","$336,033 ",123330,58,"$123,330.00",58.00%
61912,"$153,973 ","$243,227 ",89254,58,"$89,254.00",58.00%
61063,"$467,571 ","$738,813 ",271242,58,"$271,242.00",58.00%
62094,"$60,355 ","$95,494 ",35139,58.2,"$35,139.00",58.20%
62501,"$94,961 ","$150,207 ",55246,58.2,"$55,246.00",58.20%
62535,"$368,631 ","$584,818 ",216187,58.6,"$216,187.00",58.60%
62933,"$121,109 ","$192,329 ",71220,58.8,"$71,220.00",58.80%
60145,"$187,352 ","$297,772 ",110420,58.9,"$110,420.00",58.90%
60938,"$501,370 ","$798,661 ",297291,59.3,"$297,291.00",59.30%
62849,"$106,039 ","$169,036 ",62997,59.4,"$62,997.00",59.40%
62615,"$417,571 ","$666,430 ",248859,59.6,"$248,859.00",59.60%
60140,"$1,365,952 ","$2,182,520 ",816568,59.8,"$816,568.00",59.80%
60026,"$344,686 ","$550,722 ",206036,59.8,"$206,036.00",59.80%
60928,"$90,574 ","$144,735 ",54161,59.8,"$54,161.00",59.80%
61773,"$50,230 ","$80,330 ",30100,59.9,"$30,100.00",59.90%
60491,"$4,685,169 ","$7,507,819 ",2822650,60.2,"$2,822,650.00",60.20%
61744,"$123,560 ","$198,113 ",74553,60.3,"$74,553.00",60.30%
62629,"$1,050,895 ","$1,687,911 ",637016,60.6,"$637,016.00",60.60%
62638,"$98,994 ","$159,078 ",60084,60.7,"$60,084.00",60.70%
62217,"$107,083 ","$172,521 ",65438,61.1,"$65,438.00",61.10%
61018,"$118,259 ","$191,213 ",72954,61.7,"$72,954.00",61.70%
60410,"$1,756,874 ","$2,846,106 ",1089232,62,"$1,089,232.00",62.00%
60093,"$901,035 ","$1,461,983 ",560948,62.3,"$560,948.00",62.30%
62642,"$120,192 ","$195,264 ",75072,62.5,"$75,072.00",62.50%
62997,"$78,729 ","$127,897 ",49168,62.5,"$49,168.00",62.50%
61065,"$774,432 ","$1,259,952 ",485520,62.7,"$485,520.00",62.70%
62468,"$191,977 ","$313,125 ",121148,63.1,"$121,148.00",63.10%
61525,"$431,886 ","$708,058 ",276172,63.9,"$276,172.00",63.90%
61013,"$269,590 ","$441,899 ",172309,63.9,"$172,309.00",63.90%
61488,"$95,670 ","$156,943 ",61273,64,"$61,273.00",64.00%
61469,"$247,716 ","$408,518 ",160802,64.9,"$160,802.00",64.90%
61272,"$138,768 ","$228,885 ",90117,64.9,"$90,117.00",64.90%
62281,"$77,005 ","$127,270 ",50265,65.3,"$50,265.00",65.30%
62969,"$144,115 ","$238,712 ",94597,65.6,"$94,597.00",65.60%
61261,"$100,962 ","$168,202 ",67240,66.6,"$67,240.00",66.60%
61534,"$100,411 ","$167,694 ",67283,67,"$67,283.00",67.00%
61491,"$170,408 ","$284,611 ",114203,67,"$114,203.00",67.00%
62051,"$59,434 ","$99,379 ",39945,67.2,"$39,945.00",67.20%
62016,"$467,703 ","$782,911 ",315208,67.4,"$315,208.00",67.40%
61733,"$52,759 ","$88,338 ",35579,67.4,"$35,579.00",67.40%
62426,"$127,361 ","$213,313 ",85952,67.5,"$85,952.00",67.50%
61314,"$74,236 ","$124,600 ",50364,67.8,"$50,364.00",67.80%
61777,"$193,797 ","$326,397 ",132600,68.4,"$132,600.00",68.40%
61060,"$175,799 ","$298,044 ",122245,69.5,"$122,245.00",69.50%
61745,"$414,840 ","$706,419 ",291579,70.3,"$291,579.00",70.30%
62711,"$627,119 ","$1,069,838 ",442719,70.6,"$442,719.00",70.60%
61329,"$179,541 ","$306,438 ",126897,70.7,"$126,897.00",70.70%
60034,"$170,477 ","$291,013 ",120536,70.7,"$120,536.00",70.70%
61854,"$102,917 ","$175,690 ",72773,70.7,"$72,773.00",70.70%
61376,"$181,508 ","$310,082 ",128574,70.8,"$128,574.00",70.80%
60442,"$741,747 ","$1,269,520 ",527773,71.2,"$527,773.00",71.20%
60941,"$273,041 ","$467,652 ",194611,71.3,"$194,611.00",71.30%
62871,"$235,541 ","$404,219 ",168678,71.6,"$168,678.00",71.60%
60403,"$1,532,845 ","$2,648,235 ",1115390,72.8,"$1,115,390.00",72.80%
61548,"$573,459 ","$993,624 ",420165,73.3,"$420,165.00",73.30%
61427,"$175,811 ","$305,147 ",129336,73.6,"$129,336.00",73.60%
61075,"$47,243 ","$82,413 ",35170,74.4,"$35,170.00",74.40%
61327,"$51,488 ","$90,443 ",38955,75.7,"$38,955.00",75.70%
62824,"$160,836 ","$282,949 ",122113,75.9,"$122,113.00",75.90%
60503,"$69,154 ","$121,866 ",52712,76.2,"$52,712.00",76.20%
61841,"$57,711 ","$101,774 ",44063,76.4,"$44,063.00",76.40%
60960,"$59,514 ","$105,929 ",46415,78,"$46,415.00",78.00%
61859,"$155,958 ","$278,204 ",122246,78.4,"$122,246.00",78.40%
61379,"$69,259 ","$124,470 ",55211,79.7,"$55,211.00",79.70%
61281,"$64,303 ","$116,628 ",52325,81.4,"$52,325.00",81.40%
62675,"$585,520 ","$1,064,654 ",479134,81.8,"$479,134.00",81.80%
62219,"$127,169 ","$232,412 ",105243,82.8,"$105,243.00",82.80%
61563,"$121,284 ","$222,394 ",101110,83.4,"$101,110.00",83.40%
62215,"$98,315 ","$180,400 ",82085,83.5,"$82,085.00",83.50%
61275,"$95,779 ","$175,833 ",80054,83.6,"$80,054.00",83.60%
60963,"$171,975 ","$316,263 ",144288,83.9,"$144,288.00",83.90%
61951,"$706,510 ","$1,310,874 ",604364,85.5,"$604,364.00",85.50%
61937,"$138,167 ","$257,276 ",119109,86.2,"$119,109.00",86.20%
60081,"$367,430 ","$687,114 ",319684,87,"$319,684.00",87.00%
62554,"$197,970 ","$371,341 ",173371,87.6,"$173,371.00",87.60%
60929,"$59,133 ","$111,192 ",52059,88,"$52,059.00",88.00%
62417,"$183,164 ","$345,390 ",162226,88.6,"$162,226.00",88.60%
61233,"$56,519 ","$106,628 ",50109,88.7,"$50,109.00",88.70%
60523,"$390,776 ","$738,003 ",347227,88.9,"$347,227.00",88.90%
60911,"$84,392 ","$160,098 ",75706,89.7,"$75,706.00",89.70%
62001,"$88,199 ","$168,894 ",80695,91.5,"$80,695.00",91.50%
61234,"$196,424 ","$376,370 ",179946,91.6,"$179,946.00",91.60%
61876,"$121,480 ","$233,120 ",111640,91.9,"$111,640.00",91.90%
61564,"$77,411 ","$150,903 ",73492,94.9,"$73,492.00",94.90%
62087,"$195,402 ","$381,206 ",185804,95.1,"$185,804.00",95.10%
60428,"$357,457 ","$700,157 ",342700,95.9,"$342,700.00",95.90%
61769,"$69,195 ","$136,021 ",66826,96.6,"$66,826.00",96.60%
61256,"$165,493 ","$325,625 ",160132,96.8,"$160,132.00",96.80%
62530,"$165,103 ","$331,577 ",166474,100.8,"$166,474.00",100.80%
61283,"$72,395 ","$145,481 ",73086,101,"$73,086.00",101.00%
62451,"$127,725 ","$257,814 ",130089,101.9,"$130,089.00",101.90%
60456,"$663,584 ","$1,356,005 ",692421,104.3,"$692,421.00",104.30%
62459,"$100,674 ","$206,199 ",105525,104.8,"$105,525.00",104.80%
61933,"$87,152 ","$178,604 ",91452,104.9,"$91,452.00",104.90%
62295,"$54,151 ","$111,075 ",56924,105.1,"$56,924.00",105.10%
60407,"$112,028 ","$229,879 ",117851,105.2,"$117,851.00",105.20%
62910,"$30,081 ","$62,523 ",32442,107.8,"$32,442.00",107.80%
60556,"$141,459 ","$300,698 ",159239,112.6,"$159,239.00",112.60%
61533,"$97,991 ","$209,096 ",111105,113.4,"$111,105.00",113.40%
62354,"$77,386 ","$166,635 ",89249,115.3,"$89,249.00",115.30%
62362,"$28,189 ","$60,954 ",32765,116.2,"$32,765.00",116.20%
60157,"$45,077 ","$97,492 ",52415,116.3,"$52,415.00",116.30%
62017,"$85,114 ","$189,718 ",104604,122.9,"$104,604.00",122.90%
62938,"$247,000 ","$551,380 ",304380,123.2,"$304,380.00",123.20%
62289,"$27,083 ","$61,548 ",34465,127.3,"$34,465.00",127.30%
62553,"$36,953 ","$85,274 ",48321,130.8,"$48,321.00",130.80%
61755,"$114,120 ","$263,668 ",149548,131,"$149,548.00",131.00%
62545,"$31,818 ","$73,586 ",41768,131.3,"$41,768.00",131.30%
62250,"$47,612 ","$110,506 ",62894,132.1,"$62,894.00",132.10%
61012,"$215,895 ","$511,714 ",295819,137,"$295,819.00",137.00%
60151,"$178,665 ","$432,315 ",253650,142,"$253,650.00",142.00%
61535,"$95,563 ","$234,172 ",138609,145,"$138,609.00",145.00%
61754,"$141,310 ","$347,195 ",205885,145.7,"$205,885.00",145.70%
61747,"$48,918 ","$121,734 ",72816,148.9,"$72,816.00",148.90%
62062,"$295,743 ","$797,669 ",501926,169.7,"$501,926.00",169.70%
61432,"$95,144 ","$258,984 ",163840,172.2,"$163,840.00",172.20%
61864,"$147,511 ","$405,856 ",258345,175.1,"$258,345.00",175.10%
62277,"$50,592 ","$146,169 ",95577,188.9,"$95,577.00",188.90%
62013,"$28,474 ","$87,804 ",59330,208.4,"$59,330.00",208.40%
61740,"$86,616 ","$273,399 ",186783,215.6,"$186,783.00",215.60%
61112,"$384,800 ","$1,249,697 ",864897,224.8,"$864,897.00",224.80%
62275,"$112,916 ","$372,250 ",259334,229.7,"$259,334.00",229.70%
60404,"$167,994 ","$577,119 ",409125,243.5,"$409,125.00",243.50%
60918,"$38,950 ","$139,014 ",100064,256.9,"$100,064.00",256.90%
62899,"$27,501 ","$104,567 ",77066,280.2,"$77,066.00",280.20%
62761,"$210,198 ","$836,226 ",626028,297.8,"$626,028.00",297.80%
60952,"$21,659 ","$98,653 ",76994,355.5,"$76,994.00",355.50%
62816,"$10,564 ","$77,051 ",66487,629.4,"$66,487.00",629.40%
60962,"$11,829 ","$119,259 ",107430,908.2,"$107,430.00",908.20%
60530,"$2,121 ","$45,037 ",42916,2023.4,"$42,916.00",2023.40%
61349,"$3,624 ","$78,868 ",75244,2076.3,"$75,244.00",2076.30%
62356,"$4,805 ","$138,514 ",133709,2782.7,"$133,709.00",2782.70%
61705,"$5,204 ","$153,074 ",147870,2841.5,"$147,870.00",2841.50%
61345,$768 ,"$128,501 ",127733,16631.9,"$127,733.00",16631.90%
60144,$99 ,"$124,436 ",124337,125592.9,"$124,337.00",125592.90%
61077,$1 ,"$6,352 ",6351,635100,"$6,351.00",635100.00%
60175,$0 ,"$311,138 ",311138,Not available,"$311,138.00",Not available
60075,$0 ,"$121,586 ",121586,Not available,"$121,586.00",Not available
62339,$0 ,"$129,324 ",129324,Not available,"$129,324.00",Not available
62418,$0 ,"$75,970 ",75970,Not available,"$75,970.00",Not available
62897,$0 ,"$21,402 ",21402,Not available,"$21,402.00",Not available
62935,$0 ,"$92,691 ",92691,Not available,"$92,691.00",Not available
62819,$0 ,"$41,992 ",41992,Not available,"$41,992.00",Not available
61572,$0 ,"$39,759 ",39759,Not available,"$39,759.00",Not available
62077,$0 ,$382 ,382,Not available,$382.00,Not available
61315,$0 ,"$11,009 ",11009,Not available,"$11,009.00",Not available
62547,$0 ,"$76,174 ",76174,Not available,"$76,174.00",Not available
61736,$0 ,"$85,597 ",85597,Not available,"$85,597.00",Not available
61335,$0 ,"$76,580 ",76580,Not available,"$76,580.00",Not available
60922,$0 ,"$67,419 ",67419,Not available,"$67,419.00",Not available
62982,$0 ,"$54,490 ",54490,Not available,"$54,490.00",Not available
62835,$0 ,"$39,476 ",39476,Not available,"$39,476.00",Not available
62421,$0 ,"$59,932 ",59932,Not available,"$59,932.00",Not available
62919,$0 ,"$3,801 ",3801,Not available,"$3,801.00",Not available
62019,$0 ,"$68,635 ",68635,Not available,"$68,635.00",Not available
62828,$0 ,"$62,219 ",62219,Not available,"$62,219.00",Not available
62268,$0 ,"$92,106 ",92106,Not available,"$92,106.00",Not available
62551,$0 ,"$35,443 ",35443,Not available,"$35,443.00",Not available
60470,$0 ,"$43,441 ",43441,Not available,"$43,441.00",Not available
61930,$0 ,"$28,271 ",28271,Not available,"$28,271.00",Not available
61015,$0 ,"$52,808 ",52808,Not available,"$52,808.00",Not available
61070,$0 ,"$12,047 ",12047,Not available,"$12,047.00",Not available
62954,$0 ,"$15,420 ",15420,Not available,"$15,420.00",Not available
61919,$0 ,"$41,413 ",41413,Not available,"$41,413.00",Not available
62661,$0 ,"$4,411 ",4411,Not available,"$4,411.00",Not available
61430,$0 ,"$20,159 ",20159,Not available,"$20,159.00",Not available
62987,$0 ,"$4,257 ",4257,Not available,"$4,257.00",Not available
62956,$0 ,"$6,643 ",6643,Not available,"$6,643.00",Not available
61539,$0 ,"$21,800 ",21800,Not available,"$21,800.00",Not available
61810,$0 ,"$16,094 ",16094,Not available,"$16,094.00",Not available
61925,$0 ,"$12,772 ",12772,Not available,"$12,772.00",Not available
