GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:
1500000US170310306013,170310306013,"Block Group 3, Census Tract 306.01, Cook County, Illinois",1281,294
1500000US170310306031,170310306031,"Block Group 1, Census Tract 306.03, Cook County, Illinois",346,113
1500000US170310306032,170310306032,"Block Group 2, Census Tract 306.03, Cook County, Illinois",544,145
1500000US170310306041,170310306041,"Block Group 1, Census Tract 306.04, Cook County, Illinois",461,159
1500000US170310306042,170310306042,"Block Group 2, Census Tract 306.04, Cook County, Illinois",796,222
1500000US170310306043,170310306043,"Block Group 3, Census Tract 306.04, Cook County, Illinois",357,156
1500000US170310307011,170310307011,"Block Group 1, Census Tract 307.01, Cook County, Illinois",1021,234
1500000US170310307021,170310307021,"Block Group 1, Census Tract 307.02, Cook County, Illinois",590,159
1500000US170310307022,170310307022,"Block Group 2, Census Tract 307.02, Cook County, Illinois",547,165
1500000US170310307031,170310307031,"Block Group 1, Census Tract 307.03, Cook County, Illinois",617,160
1500000US170310307032,170310307032,"Block Group 2, Census Tract 307.03, Cook County, Illinois",349,122
1500000US170310307033,170310307033,"Block Group 3, Census Tract 307.03, Cook County, Illinois",904,258
1500000US170310307061,170310307061,"Block Group 1, Census Tract 307.06, Cook County, Illinois",1460,295
1500000US170310307062,170310307062,"Block Group 2, Census Tract 307.06, Cook County, Illinois",742,311
1500000US170310308001,170310308001,"Block Group 1, Census Tract 308, Cook County, Illinois",888,275
1500000US170310308002,170310308002,"Block Group 2, Census Tract 308, Cook County, Illinois",824,196
1500000US170310308003,170310308003,"Block Group 3, Census Tract 308, Cook County, Illinois",755,224
1500000US170310308004,170310308004,"Block Group 4, Census Tract 308, Cook County, Illinois",982,397
1500000US170310309001,170310309001,"Block Group 1, Census Tract 309, Cook County, Illinois",273,72
1500000US170310309002,170310309002,"Block Group 2, Census Tract 309, Cook County, Illinois",717,176
1500000US170310309003,170310309003,"Block Group 3, Census Tract 309, Cook County, Illinois",650,196
1500000US170310309004,170310309004,"Block Group 4, Census Tract 309, Cook County, Illinois",517,210
1500000US170310310001,170310310001,"Block Group 1, Census Tract 310, Cook County, Illinois",876,189
1500000US170310310002,170310310002,"Block Group 2, Census Tract 310, Cook County, Illinois",784,184
1500000US170310310003,170310310003,"Block Group 3, Census Tract 310, Cook County, Illinois",1166,176
1500000US170310311001,170310311001,"Block Group 1, Census Tract 311, Cook County, Illinois",1709,358
1500000US170310311002,170310311002,"Block Group 2, Census Tract 311, Cook County, Illinois",497,198
1500000US170310311003,170310311003,"Block Group 3, Census Tract 311, Cook County, Illinois",1010,297
1500000US170310312001,170310312001,"Block Group 1, Census Tract 312, Cook County, Illinois",873,337
1500000US170310312002,170310312002,"Block Group 2, Census Tract 312, Cook County, Illinois",521,204
1500000US170310312003,170310312003,"Block Group 3, Census Tract 312, Cook County, Illinois",467,247
1500000US170310312004,170310312004,"Block Group 4, Census Tract 312, Cook County, Illinois",817,268
1500000US170310313001,170310313001,"Block Group 1, Census Tract 313, Cook County, Illinois",900,382
1500000US170310313002,170310313002,"Block Group 2, Census Tract 313, Cook County, Illinois",933,187
1500000US170310313003,170310313003,"Block Group 3, Census Tract 313, Cook County, Illinois",130,181
1500000US170310313004,170310313004,"Block Group 4, Census Tract 313, Cook County, Illinois",987,289
1500000US170310313005,170310313005,"Block Group 5, Census Tract 313, Cook County, Illinois",1075,310
1500000US170310314001,170310314001,"Block Group 1, Census Tract 314, Cook County, Illinois",1211,257
1500000US170310314002,170310314002,"Block Group 2, Census Tract 314, Cook County, Illinois",816,221
1500000US170310314003,170310314003,"Block Group 3, Census Tract 314, Cook County, Illinois",667,206
1500000US170310314004,170310314004,"Block Group 4, Census Tract 314, Cook County, Illinois",60,78
1500000US170310314005,170310314005,"Block Group 5, Census Tract 314, Cook County, Illinois",849,217
1500000US170310314006,170310314006,"Block Group 6, Census Tract 314, Cook County, Illinois",622,184
1500000US170310315011,170310315011,"Block Group 1, Census Tract 315.01, Cook County, Illinois",311,147
1500000US170310315012,170310315012,"Block Group 2, Census Tract 315.01, Cook County, Illinois",672,174
1500000US170310315013,170310315013,"Block Group 3, Census Tract 315.01, Cook County, Illinois",525,318
1500000US170310315021,170310315021,"Block Group 1, Census Tract 315.02, Cook County, Illinois",1087,358
1500000US170310315022,170310315022,"Block Group 2, Census Tract 315.02, Cook County, Illinois",502,162
1500000US170310315023,170310315023,"Block Group 3, Census Tract 315.02, Cook County, Illinois",438,273
1500000US170310317001,170310317001,"Block Group 1, Census Tract 317, Cook County, Illinois",1162,282
1500000US170310317002,170310317002,"Block Group 2, Census Tract 317, Cook County, Illinois",1042,266
1500000US170310317003,170310317003,"Block Group 3, Census Tract 317, Cook County, Illinois",1022,259
1500000US170310317004,170310317004,"Block Group 4, Census Tract 317, Cook County, Illinois",937,273
1500000US170310318001,170310318001,"Block Group 1, Census Tract 318, Cook County, Illinois",1489,174
1500000US170310319001,170310319001,"Block Group 1, Census Tract 319, Cook County, Illinois",1102,152
1500000US170310319002,170310319002,"Block Group 2, Census Tract 319, Cook County, Illinois",804,168
1500000US170310321001,170310321001,"Block Group 1, Census Tract 321, Cook County, Illinois",1271,265
1500000US170310321002,170310321002,"Block Group 2, Census Tract 321, Cook County, Illinois",1457,548
1500000US170310321003,170310321003,"Block Group 3, Census Tract 321, Cook County, Illinois",983,280
1500000US170310321004,170310321004,"Block Group 4, Census Tract 321, Cook County, Illinois",637,260
1500000US170310321005,170310321005,"Block Group 5, Census Tract 321, Cook County, Illinois",907,415
1500000US170310401001,170310401001,"Block Group 1, Census Tract 401, Cook County, Illinois",1049,231
1500000US170310401002,170310401002,"Block Group 2, Census Tract 401, Cook County, Illinois",1241,233
1500000US170310401003,170310401003,"Block Group 3, Census Tract 401, Cook County, Illinois",964,266
1500000US170310402011,170310402011,"Block Group 1, Census Tract 402.01, Cook County, Illinois",794,303
1500000US170310402012,170310402012,"Block Group 2, Census Tract 402.01, Cook County, Illinois",1022,386
1500000US170310402013,170310402013,"Block Group 3, Census Tract 402.01, Cook County, Illinois",1196,332
1500000US170310402014,170310402014,"Block Group 4, Census Tract 402.01, Cook County, Illinois",2047,669
1500000US170310402021,170310402021,"Block Group 1, Census Tract 402.02, Cook County, Illinois",565,249
1500000US170310402022,170310402022,"Block Group 2, Census Tract 402.02, Cook County, Illinois",1645,544
1500000US170310402023,170310402023,"Block Group 3, Census Tract 402.02, Cook County, Illinois",562,266
1500000US170310402024,170310402024,"Block Group 4, Census Tract 402.02, Cook County, Illinois",1366,378
1500000US170310403001,170310403001,"Block Group 1, Census Tract 403, Cook County, Illinois",826,250
1500000US170310403002,170310403002,"Block Group 2, Census Tract 403, Cook County, Illinois",577,195
1500000US170310403003,170310403003,"Block Group 3, Census Tract 403, Cook County, Illinois",531,176
1500000US170310404011,170310404011,"Block Group 1, Census Tract 404.01, Cook County, Illinois",514,166
1500000US170310404012,170310404012,"Block Group 2, Census Tract 404.01, Cook County, Illinois",408,112
1500000US170310404013,170310404013,"Block Group 3, Census Tract 404.01, Cook County, Illinois",358,182
1500000US170310404014,170310404014,"Block Group 4, Census Tract 404.01, Cook County, Illinois",850,231
1500000US170310404021,170310404021,"Block Group 1, Census Tract 404.02, Cook County, Illinois",501,263
1500000US170310404022,170310404022,"Block Group 2, Census Tract 404.02, Cook County, Illinois",830,275
1500000US170310404023,170310404023,"Block Group 3, Census Tract 404.02, Cook County, Illinois",838,228
1500000US170310404024,170310404024,"Block Group 4, Census Tract 404.02, Cook County, Illinois",338,180
1500000US170310404025,170310404025,"Block Group 5, Census Tract 404.02, Cook County, Illinois",1367,310
1500000US170310406001,170310406001,"Block Group 1, Census Tract 406, Cook County, Illinois",642,226
1500000US170310406002,170310406002,"Block Group 2, Census Tract 406, Cook County, Illinois",850,172
1500000US170310406003,170310406003,"Block Group 3, Census Tract 406, Cook County, Illinois",916,276
1500000US170310407001,170310407001,"Block Group 1, Census Tract 407, Cook County, Illinois",833,227
1500000US170310407002,170310407002,"Block Group 2, Census Tract 407, Cook County, Illinois",707,151
1500000US170310407003,170310407003,"Block Group 3, Census Tract 407, Cook County, Illinois",695,204
1500000US170310407004,170310407004,"Block Group 4, Census Tract 407, Cook County, Illinois",677,243
1500000US170310408001,170310408001,"Block Group 1, Census Tract 408, Cook County, Illinois",785,115
1500000US170310408002,170310408002,"Block Group 2, Census Tract 408, Cook County, Illinois",702,128
1500000US170310409001,170310409001,"Block Group 1, Census Tract 409, Cook County, Illinois",1400,156
1500000US170310409002,170310409002,"Block Group 2, Census Tract 409, Cook County, Illinois",614,187
1500000US170310501001,170310501001,"Block Group 1, Census Tract 501, Cook County, Illinois",775,224
1500000US170310501002,170310501002,"Block Group 2, Census Tract 501, Cook County, Illinois",1451,247
1500000US170310502001,170310502001,"Block Group 1, Census Tract 502, Cook County, Illinois",1051,253
1500000US170310502002,170310502002,"Block Group 2, Census Tract 502, Cook County, Illinois",1932,438
1500000US170310502003,170310502003,"Block Group 3, Census Tract 502, Cook County, Illinois",1709,335
1500000US170310503001,170310503001,"Block Group 1, Census Tract 503, Cook County, Illinois",863,210
1500000US170310503002,170310503002,"Block Group 2, Census Tract 503, Cook County, Illinois",754,182
1500000US170310503003,170310503003,"Block Group 3, Census Tract 503, Cook County, Illinois",709,196
1500000US170310505001,170310505001,"Block Group 1, Census Tract 505, Cook County, Illinois",860,317
1500000US170310505002,170310505002,"Block Group 2, Census Tract 505, Cook County, Illinois",1570,347
1500000US170310505003,170310505003,"Block Group 3, Census Tract 505, Cook County, Illinois",541,161
1500000US170310505004,170310505004,"Block Group 4, Census Tract 505, Cook County, Illinois",952,335
1500000US170310505005,170310505005,"Block Group 5, Census Tract 505, Cook County, Illinois",1151,442
1500000US170310506001,170310506001,"Block Group 1, Census Tract 506, Cook County, Illinois",1129,252
1500000US170310506002,170310506002,"Block Group 2, Census Tract 506, Cook County, Illinois",1080,221
1500000US170310507001,170310507001,"Block Group 1, Census Tract 507, Cook County, Illinois",1678,351
1500000US170310508001,170310508001,"Block Group 1, Census Tract 508, Cook County, Illinois",1392,120
1500000US170310509001,170310509001,"Block Group 1, Census Tract 509, Cook County, Illinois",1517,223
1500000US170310510001,170310510001,"Block Group 1, Census Tract 510, Cook County, Illinois",1386,134
1500000US170310511001,170310511001,"Block Group 1, Census Tract 511, Cook County, Illinois",1390,172
1500000US170310512001,170310512001,"Block Group 1, Census Tract 512, Cook County, Illinois",658,141
1500000US170310512002,170310512002,"Block Group 2, Census Tract 512, Cook County, Illinois",742,143
1500000US170310513001,170310513001,"Block Group 1, Census Tract 513, Cook County, Illinois",1473,292
1500000US170310513002,170310513002,"Block Group 2, Census Tract 513, Cook County, Illinois",1318,215
1500000US170310514001,170310514001,"Block Group 1, Census Tract 514, Cook County, Illinois",1512,323
1500000US170310514002,170310514002,"Block Group 2, Census Tract 514, Cook County, Illinois",493,111
1500000US170310601001,170310601001,"Block Group 1, Census Tract 601, Cook County, Illinois",639,159
1500000US170310601002,170310601002,"Block Group 2, Census Tract 601, Cook County, Illinois",1001,238
1500000US170310601003,170310601003,"Block Group 3, Census Tract 601, Cook County, Illinois",688,175
1500000US170310602001,170310602001,"Block Group 1, Census Tract 602, Cook County, Illinois",837,172
1500000US170310602002,170310602002,"Block Group 2, Census Tract 602, Cook County, Illinois",1048,243
1500000US170310603001,170310603001,"Block Group 1, Census Tract 603, Cook County, Illinois",1725,345
1500000US170310603002,170310603002,"Block Group 2, Census Tract 603, Cook County, Illinois",1282,248
1500000US170310604001,170310604001,"Block Group 1, Census Tract 604, Cook County, Illinois",1885,378
1500000US170310604002,170310604002,"Block Group 2, Census Tract 604, Cook County, Illinois",1048,269
1500000US170310604003,170310604003,"Block Group 3, Census Tract 604, Cook County, Illinois",873,183
1500000US170310605001,170310605001,"Block Group 1, Census Tract 605, Cook County, Illinois",1006,114
1500000US170310608001,170310608001,"Block Group 1, Census Tract 608, Cook County, Illinois",1266,241
1500000US170310608002,170310608002,"Block Group 2, Census Tract 608, Cook County, Illinois",0,11
1500000US170310608003,170310608003,"Block Group 3, Census Tract 608, Cook County, Illinois",2642,318
1500000US170310609001,170310609001,"Block Group 1, Census Tract 609, Cook County, Illinois",629,180
1500000US170310609002,170310609002,"Block Group 2, Census Tract 609, Cook County, Illinois",0,11
1500000US170310609003,170310609003,"Block Group 3, Census Tract 609, Cook County, Illinois",1495,707
1500000US170310609004,170310609004,"Block Group 4, Census Tract 609, Cook County, Illinois",3300,496
1500000US170310609005,170310609005,"Block Group 5, Census Tract 609, Cook County, Illinois",419,224
1500000US170310610001,170310610001,"Block Group 1, Census Tract 610, Cook County, Illinois",1473,160
1500000US170310611001,170310611001,"Block Group 1, Census Tract 611, Cook County, Illinois",1205,172
1500000US170310612001,170310612001,"Block Group 1, Census Tract 612, Cook County, Illinois",2036,203
1500000US170310615001,170310615001,"Block Group 1, Census Tract 615, Cook County, Illinois",1742,178
1500000US170310618001,170310618001,"Block Group 1, Census Tract 618, Cook County, Illinois",967,126
1500000US170310619011,170310619011,"Block Group 1, Census Tract 619.01, Cook County, Illinois",597,186
1500000US170310619012,170310619012,"Block Group 2, Census Tract 619.01, Cook County, Illinois",1024,275
1500000US170310619013,170310619013,"Block Group 3, Census Tract 619.01, Cook County, Illinois",574,172
1500000US170310619014,170310619014,"Block Group 4, Census Tract 619.01, Cook County, Illinois",954,504
1500000US170310619021,170310619021,"Block Group 1, Census Tract 619.02, Cook County, Illinois",755,235
1500000US170310619022,170310619022,"Block Group 2, Census Tract 619.02, Cook County, Illinois",1333,243
1500000US170310619023,170310619023,"Block Group 3, Census Tract 619.02, Cook County, Illinois",1366,235
1500000US170310619024,170310619024,"Block Group 4, Census Tract 619.02, Cook County, Illinois",0,11
1500000US170310620001,170310620001,"Block Group 1, Census Tract 620, Cook County, Illinois",1711,205
1500000US170310620002,170310620002,"Block Group 2, Census Tract 620, Cook County, Illinois",823,151
1500000US170310621001,170310621001,"Block Group 1, Census Tract 621, Cook County, Illinois",840,246
1500000US170310621002,170310621002,"Block Group 2, Census Tract 621, Cook County, Illinois",1063,295
1500000US170310621003,170310621003,"Block Group 3, Census Tract 621, Cook County, Illinois",1163,237
1500000US170310622001,170310622001,"Block Group 1, Census Tract 622, Cook County, Illinois",1403,317
1500000US170310622002,170310622002,"Block Group 2, Census Tract 622, Cook County, Illinois",1281,203
1500000US170310623001,170310623001,"Block Group 1, Census Tract 623, Cook County, Illinois",1621,154
1500000US170310624001,170310624001,"Block Group 1, Census Tract 624, Cook County, Illinois",1509,191
1500000US170310625001,170310625001,"Block Group 1, Census Tract 625, Cook County, Illinois",1267,159
1500000US170310626001,170310626001,"Block Group 1, Census Tract 626, Cook County, Illinois",2062,164
1500000US170310627001,170310627001,"Block Group 1, Census Tract 627, Cook County, Illinois",640,208
1500000US170310627002,170310627002,"Block Group 2, Census Tract 627, Cook County, Illinois",819,255
1500000US170310627003,170310627003,"Block Group 3, Census Tract 627, Cook County, Illinois",1133,221
1500000US170310628001,170310628001,"Block Group 1, Census Tract 628, Cook County, Illinois",1010,237
1500000US170310628002,170310628002,"Block Group 2, Census Tract 628, Cook County, Illinois",1119,185
1500000US170310628003,170310628003,"Block Group 3, Census Tract 628, Cook County, Illinois",1312,231
1500000US170310629001,170310629001,"Block Group 1, Census Tract 629, Cook County, Illinois",1316,262
1500000US170310629002,170310629002,"Block Group 2, Census Tract 629, Cook County, Illinois",1041,245
1500000US170310629003,170310629003,"Block Group 3, Census Tract 629, Cook County, Illinois",1536,414
1500000US170310630001,170310630001,"Block Group 1, Census Tract 630, Cook County, Illinois",1206,218
1500000US170310630002,170310630002,"Block Group 2, Census Tract 630, Cook County, Illinois",880,157
1500000US170310630003,170310630003,"Block Group 3, Census Tract 630, Cook County, Illinois",573,182
1500000US170310631001,170310631001,"Block Group 1, Census Tract 631, Cook County, Illinois",1233,191
1500000US170310631002,170310631002,"Block Group 2, Census Tract 631, Cook County, Illinois",940,185
1500000US170310632001,170310632001,"Block Group 1, Census Tract 632, Cook County, Illinois",899,331
1500000US170310632002,170310632002,"Block Group 2, Census Tract 632, Cook County, Illinois",571,339
1500000US170310632003,170310632003,"Block Group 3, Census Tract 632, Cook County, Illinois",863,357
1500000US170310632004,170310632004,"Block Group 4, Census Tract 632, Cook County, Illinois",1161,400
1500000US170310632005,170310632005,"Block Group 5, Census Tract 632, Cook County, Illinois",559,179
1500000US170310632006,170310632006,"Block Group 6, Census Tract 632, Cook County, Illinois",1369,421
1500000US170310633011,170310633011,"Block Group 1, Census Tract 633.01, Cook County, Illinois",855,229
1500000US170310633012,170310633012,"Block Group 2, Census Tract 633.01, Cook County, Illinois",593,209
1500000US170310633013,170310633013,"Block Group 3, Census Tract 633.01, Cook County, Illinois",667,179
1500000US170310633021,170310633021,"Block Group 1, Census Tract 633.02, Cook County, Illinois",1277,299
1500000US170310633022,170310633022,"Block Group 2, Census Tract 633.02, Cook County, Illinois",967,245
1500000US170310633023,170310633023,"Block Group 3, Census Tract 633.02, Cook County, Illinois",469,133
1500000US170310633024,170310633024,"Block Group 4, Census Tract 633.02, Cook County, Illinois",856,232
1500000US170310633031,170310633031,"Block Group 1, Census Tract 633.03, Cook County, Illinois",471,112
1500000US170310633032,170310633032,"Block Group 2, Census Tract 633.03, Cook County, Illinois",620,95
1500000US170310634001,170310634001,"Block Group 1, Census Tract 634, Cook County, Illinois",1014,167
1500000US170310634002,170310634002,"Block Group 2, Census Tract 634, Cook County, Illinois",950,197
1500000US170310701011,170310701011,"Block Group 1, Census Tract 701.01, Cook County, Illinois",1182,251
1500000US170310701012,170310701012,"Block Group 2, Census Tract 701.01, Cook County, Illinois",1384,906
1500000US170310701013,170310701013,"Block Group 3, Census Tract 701.01, Cook County, Illinois",1043,201
1500000US170310701021,170310701021,"Block Group 1, Census Tract 701.02, Cook County, Illinois",775,209
1500000US170310701022,170310701022,"Block Group 2, Census Tract 701.02, Cook County, Illinois",660,270
1500000US170310701023,170310701023,"Block Group 3, Census Tract 701.02, Cook County, Illinois",741,291
1500000US170310701031,170310701031,"Block Group 1, Census Tract 701.03, Cook County, Illinois",956,236
